,2022,2021,2020,2019,2018,ticker
Current ratio,1.515,1.478,1.819,0.966,0.761,BSX
Quick ratio,0.762,0.866,0.887,0.442,0.333,BSX
Cash ratio,0.244,0.450,0.471,0.045,0.028,BSX
Days of sales outstanding,56.698,54.590,56.372,65.724,59.750,BSX
Days of inventory outstanding,170.236,156.290,140.489,181.180,151.294,BSX
Operating cycle,226.935,210.880,196.861,246.904,211.044,BSX
Days of payables outstanding,78.599,77.077,53.346,62.191,45.284,BSX
Cash conversion cycle,148.336,133.803,143.514,184.713,165.759,BSX
Gross profit margin,0.684,0.684,0.646,0.704,0.714,BSX
Operating profit margin,0.130,0.172,0.105,0.141,0.153,BSX
Pretax profit margin,0.090,0.091,-0.014,0.064,0.145,BSX
Net profit margin,0.055,0.088,-0.014,0.438,0.170,BSX
Effective tax rate,0.388,0.033,-0.014,-5.841,-0.175,BSX
Return on assets,0.021,0.032,-0.005,0.154,0.080,BSX
Return on equity,0.040,0.063,-0.009,0.339,0.192,BSX
Return on capital employed,0.058,0.073,0.039,0.059,0.096,BSX
Net income per EBT,0.612,0.967,1.014,6.841,1.175,BSX
Ebt per ebit,0.692,0.527,-0.132,0.453,0.944,BSX
Ebit per revenue,0.130,0.172,0.105,0.141,0.153,BSX
Debt ratio,0.459,0.484,0.502,0.546,0.584,BSX
Debt equity ratio,0.528,0.569,0.622,0.741,0.805,BSX
Long term debt to capitalization,0.345,0.356,0.383,0.390,0.354,BSX
Total debt to capitalization,0.346,0.362,0.384,0.425,0.446,BSX
Interest coverage,3.509,5.991,2.892,3.209,6.249,BSX
Cash flow to debt ratio,0.164,0.198,0.158,0.179,0.044,BSX
Company equity multiplier,1.848,1.939,2.008,2.203,2.407,BSX
Receivables turnover,6.438,6.686,6.475,5.554,6.109,BSX
Payables turnover,4.644,4.736,6.842,5.869,8.060,BSX
Inventory turnover,2.144,2.335,2.598,2.015,2.413,BSX
Fixed asset turnover,4.480,4.426,3.901,4.445,5.512,BSX
Asset turnover,0.391,0.369,0.322,0.351,0.468,BSX
Operating cash flow per share,1.067,1.315,1.064,1.319,0.224,BSX
Free cash flow per share,0.639,0.925,0.799,0.988,-0.004,BSX
Cash per share,0.649,1.353,1.224,0.156,0.106,BSX
Payout ratio,0.079,0.053,-0.200,0,0,BSX
Operating cash flow sales ratio,0.120,0.157,0.152,0.171,0.032,BSX
Free cash flow operating cash flow ratio,0.599,0.704,0.751,0.749,-0.019,BSX
Cash flow coverage ratios,0.164,0.198,0.158,0.179,0.044,BSX
Short term coverage ratios,76.300,7.165,116,1.297,0.138,BSX
Capital expenditure coverage ratio,-2.493,-3.375,-4.011,-3.983,-0.981,BSX
Dividend paid and capex coverage ratio,-2.740,-3.747,-4.333,-3.983,-0.981,BSX
Dividend payout ratio,0.079,0.053,-0.200,0,0,BSX
Price book value ratio,3.766,3.635,3.323,4.534,5.594,BSX
Price to book ratio,3.766,3.635,3.323,4.534,5.594,BSX
Price to sales ratio,5.219,5.082,5.138,5.862,4.968,BSX
Price earnings ratio,94.827,58.040,-363.788,13.388,29.207,BSX
Price to free cash flows ratio,72.417,45.911,44.991,45.763,-8.134 K,BSX
Price to operating cash flows ratio,43.374,32.310,33.773,34.272,157.434,BSX
Price cash flow ratio,43.374,32.310,33.773,34.272,157.434,BSX
Price earnings to growth ratio,-3.272,0.073,3.535,0.075,0.021,BSX
Price sales ratio,5.219,5.082,5.138,5.862,4.968,BSX
Dividend yield,0.001,0.001,0.001,0,0,BSX
Enterprise value multiple,26.623,24.406,32.043,35.055,21.777,BSX
Price fair value,3.766,3.635,3.323,4.534,5.594,BSX
