,2022,2021,2020,2019,2018,ticker
Current ratio,1.504,1.738,1.182,1.451,1.892,NTAP
Quick ratio,1.363,1.625,1.128,1.730,1.766,NTAP
Cash ratio,1.046,1.331,0.797,1.008,0.812,NTAP
Days of sales outstanding,71.059,60.050,65.622,72.216,62.305,NTAP
Days of inventory outstanding,35.491,21.571,29.584,21.724,20.791,NTAP
Operating cycle,106.550,81.620,95.205,93.940,83.096,NTAP
Days of payables outstanding,105.603,79.471,86.914,89.882,100.491,NTAP
Cash conversion cycle,0.947,2.149,8.291,4.058,-17.394,NTAP
Gross profit margin,0.668,0.664,0.669,0.642,0.626,NTAP
Operating profit margin,0.183,0.179,0.175,0.199,0.190,NTAP
Pretax profit margin,0.173,0.167,0.174,0.206,0.197,NTAP
Net profit margin,0.148,0.127,0.151,0.190,0.013,NTAP
Effective tax rate,0.144,0.241,0.132,0.078,0.935,NTAP
Return on assets,0.093,0.078,0.109,0.134,0.008,NTAP
Return on equity,1.118,1.066,3.384,1.072,0.037,NTAP
Return on capital employed,0.191,0.175,0.242,0.251,0.180,NTAP
Net income per EBT,0.856,0.759,0.868,0.922,0.065,NTAP
Ebt per ebit,0.946,0.933,0.999,1.038,1.036,NTAP
Ebit per revenue,0.183,0.179,0.175,0.199,0.190,NTAP
Debt ratio,0.916,0.927,0.968,0.875,0.790,NTAP
Debt equity ratio,3.146,3.914,6.893,1.645,0.932,NTAP
Long term debt to capitalization,0.740,0.793,0.826,0.512,0.427,NTAP
Total debt to capitalization,0.759,0.796,0.873,0.622,0.482,NTAP
Interest coverage,15.849,13.932,17.182,21.052,18.145,NTAP
Cash flow to debt ratio,0.459,0.497,0.635,0.748,0.767,NTAP
Company equity multiplier,11.964,13.664,31.083,8.019,4.773,NTAP
Receivables turnover,5.137,6.078,5.562,5.054,5.858,NTAP
Payables turnover,3.456,4.593,4.200,4.061,3.632,NTAP
Inventory turnover,10.284,16.921,12.338,16.802,17.556,NTAP
Fixed asset turnover,10.495,10.941,7.444,8.097,7.819,NTAP
Asset turnover,0.630,0.614,0.719,0.703,0.599,NTAP
Operating cash flow per share,5.430,6.005,4.609,5.280,5.515,NTAP
Free cash flow per share,4.417,5.275,4.070,4.598,4.974,NTAP
Cash per share,18.637,21.005,13.504,21.547,20.116,NTAP
Payout ratio,0.476,0.585,0.536,0.345,2.816,NTAP
Operating cash flow sales ratio,0.192,0.232,0.196,0.218,0.250,NTAP
Free cash flow operating cash flow ratio,0.813,0.878,0.883,0.871,0.902,NTAP
Cash flow coverage ratios,0.459,0.497,0.635,0.748,0.767,NTAP
Short term coverage ratios,4.844,27.204,2.031,2.066,3.839,NTAP
Capital expenditure coverage ratio,-5.358,-8.228,-8.548,-7.751,-10.193,NTAP
Dividend paid and capex coverage ratio,5.505,5.030,3.365,5.830,21.420,NTAP
Dividend payout ratio,0.476,0.585,0.536,0.345,2.816,NTAP
Price book value ratio,19.493,24.206,40.925,16.755,8.739,NTAP
Price to book ratio,19.493,24.206,40.925,16.755,8.739,NTAP
Price to sales ratio,2.585,2.887,1.830,2.971,3.056,NTAP
Price earnings ratio,17.433,22.714,12.093,15.622,237.674,NTAP
Price to free cash flows ratio,16.584,14.160,10.581,15.636,13.551,NTAP
Price to operating cash flows ratio,13.489,12.439,9.343,13.619,12.221,NTAP
Price cash flow ratio,13.489,12.439,9.343,13.619,12.221,NTAP
Price earnings to growth ratio,0.630,-2.995,-0.535,0.010,-2.801,NTAP
Price sales ratio,2.585,2.887,1.830,2.971,3.056,NTAP
Dividend yield,0.027,0.026,0.044,0.022,0.012,NTAP
Enterprise value multiple,10.282,14.028,7.871,12.039,11.955,NTAP
Price fair value,19.493,24.206,40.925,16.755,8.739,NTAP
