,2022,2021,2020,2019,2018,ticker
Current ratio,25.177,11.993,1.501,1.554,1.748,ADM
Quick ratio,35.022,7.008,0.311,0.441,0.497,ADM
Cash ratio,2.062,0.984,0.037,0.062,0.170,ADM
Days of sales outstanding,27.126,24.709,28.268,29.389,21.807,ADM
Days of inventory outstanding,57.186,66.685,71.371,55.315,53.470,ADM
Operating cycle,84.312,91.394,99.638,84.704,75.276,ADM
Days of payables outstanding,30.210,29.417,27.261,22.596,21.508,ADM
Cash conversion cycle,54.102,61.977,72.377,62.108,53.768,ADM
Gross profit margin,0.074,0.070,0.069,0.064,0.065,ADM
Operating profit margin,0.056,0.044,0.042,0.035,0.040,ADM
Pretax profit margin,0.051,0.039,0.029,0.025,0.032,ADM
Net profit margin,0.043,0.032,0.028,0.021,0.028,ADM
Effective tax rate,0.166,0.174,0.054,0.132,0.119,ADM
Return on assets,0.117,0.076,0.053,0.031,0.044,ADM
Return on equity,0.178,0.120,0.089,0.072,0.095,ADM
Return on capital employed,0.156,0.109,0.176,0.076,0.088,ADM
Net income per EBT,0.829,0.818,0.941,0.868,0.879,ADM
Ebt per ebit,0.919,0.877,0.695,0.693,0.807,ADM
Ebit per revenue,0.056,0.044,0.042,0.035,0.040,ADM
Debt ratio,0.335,0.363,0.404,0.562,0.534,ADM
Debt equity ratio,0.378,0.423,0.554,0.475,0.442,ADM
Long term debt to capitalization,0.263,0.276,0.305,0.286,0.289,ADM
Total debt to capitalization,0.274,0.297,0.357,0.322,0.306,ADM
Interest coverage,14.381,14.257,7.997,5.704,7.011,ADM
Cash flow to debt ratio,0.379,0.691,-0.216,-0.599,-0.570,ADM
Company equity multiplier,1.523,1.585,1.683,2.295,2.151,ADM
Receivables turnover,13.456,14.772,12.912,12.420,16.738,ADM
Payables turnover,12.082,12.408,13.389,16.153,16.970,ADM
Inventory turnover,6.383,5.474,5.114,6.599,6.826,ADM
Fixed asset turnover,10.253,8.620,6.467,6.398,6.464,ADM
Asset turnover,2.751,2.387,1.916,1.470,1.576,ADM
Operating cash flow per share,6.358,11.693,-4.253,-9.684,-8.558,ADM
Free cash flow per share,3.947,9.621,-5.720,-11.155,-10.064,ADM
Cash per share,18.367,1.672,1.187,1.513,3.583,ADM
Payout ratio,0.207,0.308,0.457,0.572,0.419,ADM
Operating cash flow sales ratio,0.034,0.077,-0.037,-0.084,-0.074,ADM
Free cash flow operating cash flow ratio,0.621,0.823,1.345,1.152,1.176,ADM
Cash flow coverage ratios,0.379,0.691,-0.216,-0.599,-0.570,ADM
Short term coverage ratios,6.915,6.884,-1.035,-3.829,-6.933,ADM
Capital expenditure coverage ratio,-2.637,-5.642,2.899,6.585,5.682,ADM
Dividend paid and capex coverage ratio,-8.281,-19.687,170.429,139.795,56.952,ADM
Dividend payout ratio,0.207,0.308,0.457,0.572,0.419,ADM
Price book value ratio,2.089,1.692,1.418,1.361,1.207,ADM
Price to book ratio,2.089,1.692,1.418,1.361,1.207,ADM
Price to sales ratio,0.499,0.447,0.439,0.404,0.356,ADM
Price earnings ratio,11.703,14.072,15.959,18.923,12.653,ADM
Price to free cash flows ratio,23.524,7.026,-8.813,-4.155,-4.071,ADM
Price to operating cash flows ratio,14.603,5.780,-11.852,-4.786,-4.787,ADM
Price cash flow ratio,14.603,5.780,-11.852,-4.786,-4.787,ADM
Price earnings to growth ratio,0.179,0.271,0.551,-0.776,0.952,ADM
Price sales ratio,0.499,0.447,0.439,0.404,0.356,ADM
Dividend yield,0.018,0.022,0.029,0.030,0.033,ADM
Enterprise value multiple,8.766,9.786,10.487,10.450,8.386,ADM
Price fair value,2.089,1.692,1.418,1.361,1.207,ADM
