,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),ADM,1037.0,943.0,666.0,852.0
Other short-term investments(figures in $M),ADM,0.0,0.0,0.0,0.0
Total cash(figures in $M),ADM,1037.0,943.0,666.0,852.0
Net receivables(figures in $M),ADM,6235.0,4490.0,3653.0,3281.0
Inventory(figures in $M),ADM,14771.0,14481.0,11713.0,9170.0
Other current assets(figures in $M),ADM,11627.0,10546.0,135.0,278.0
Total current assets(figures in $M),ADM,12664.0,11489.0,27286.0,21347.0
"Gross property, plant and equipment(figures in $M)",ADM,27863.0,27246.0,27441.0,25999.0
Accumulated depreciation(figures in $M),ADM,-16842.0,-16420.0,-16388.0,-15893.0
"Net property, plant and equipment(figures in $M)",ADM,9933.0,9890.0,9951.0,10106.0
Equity and other investments(figures in $M),ADM,5467.0,5285.0,4913.0,5132.0
Goodwill(figures in $M),ADM,4162.0,4182.0,3451.0,3385.0
Intangible assets(figures in $M),ADM,2382.0,2565.0,1962.0,2091.0
Other long-term assets(figures in $M),ADM,2420.0,2392.0,1054.0,1936.0
Total non-current assets(figures in $M),ADM,24364.0,24227.0,22433.0,22650.0
Total assets(figures in $M),ADM,37028.0,35716.0,33581.0,43997.0
Current debt(figures in $M),ADM,503.0,958.0,2044.0,1209.0
Accounts payable(figures in $M),ADM,7803.0,6388.0,4474.0,3746.0
Taxes payable(figures in $M),ADM,248.0,132.0,41.0,72.0
Accrued liabilities(figures in $M),ADM,1476.0,1294.0,926.0,1088.0
Deferred revenues(figures in $M),ADM,10550.0,9546.0,7086.0,5626.0
Other current liabilities(figures in $M),ADM,1543.0,1950.0,2584.0,742.0
Total current liabilities(figures in $M),ADM,503.0,958.0,18182.0,13734.0
Long-term debt(figures in $M),ADM,8677.0,8581.0,7885.0,7672.0
Deferred tax liabilities(figures in $M),ADM,1402.0,1412.0,1302.0,1194.0
Other long-term liabilities(figures in $M),ADM,1014.0,1233.0,1391.0,2114.0
Total non-current liabilities(figures in $M),ADM,11909.0,11991.0,11441.0,10980.0
Total liabilities(figures in $M),ADM,12412.0,12949.0,13559.0,24714.0
Common stock(figures in $M),ADM,3147.0,2994.0,2824.0,2655.0
Retained earnings(figures in $M),ADM,23646.0,21655.0,19780.0,18958.0
Accumulated other comprehensive income(figures in $M),ADM,-2509.0,-2172.0,-2604.0,-2405.0
Total stockholders' equity(figures in $M),ADM,24317.0,22528.0,19948.0,19167.0
Total liabilities and stockholders' equity(figures in $M),ADM,37028.0,35716.0,33581.0,43997.0
