,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),ADM,101556.0,101848.0,85249.0,64355.0,64656.0
Cost of revenue(figures in $M),ADM,93986.0,94278.0,79262.0,59902.0,60509.0
Gross profit(figures in $M),ADM,7570.0,7570.0,5987.0,4453.0,4147.0
Selling general and administrative(figures in $M),ADM,3358.0,3358.0,2994.0,2687.0,2493.0
Total operating expenses(figures in $M),ADM,3358.0,3358.0,2994.0,2687.0,2493.0
Operating income or loss(figures in $M),ADM,4212.0,4212.0,2993.0,1766.0,1654.0
Interest expense(figures in $M),ADM,396.0,396.0,265.0,339.0,402.0
Total other income/expenses net(figures in $M),ADM,1124.0,1124.0,489.0,368.0,144.0
Income before tax(figures in $M),ADM,5233.0,5233.0,3313.0,1883.0,1588.0
Income tax expense(figures in $M),ADM,868.0,868.0,578.0,101.0,209.0
Income from continuing operations(figures in $M),ADM,4365.0,4365.0,2735.0,1782.0,1379.0
Net income(figures in $M),ADM,4340.0,4340.0,2709.0,1772.0,1379.0
Net income available to common shareholders(figures in $M),ADM,4340.0,4340.0,2709.0,1772.0,1379.0
Basic EPS(figures in $M),ADM,,7.93e-06,4.8e-06,3.1600000000000002e-06,2.4500000000000003e-06
Diluted EPS(figures in $M),ADM,,7.71e-06,4.79e-06,3.15e-06,2.44e-06
Basic average shares(figures in $M),ADM,,547.0,564.0,561.0,563.0
Diluted average shares(figures in $M),ADM,,563.0,566.0,565.0,565.0
EBITDA(figures in $M),ADM,,6657.0,4574.0,3198.0,2983.0
