,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),WMB,10965.0,10965.0,10627.0,7719.0,8201.0
Cost of revenue(figures in $M),WMB,7283.0,7283.0,7422.0,4660.0,5248.0
Gross profit(figures in $M),WMB,3682.0,3682.0,3205.0,3059.0,2953.0
Selling general and administrative(figures in $M),WMB,636.0,636.0,558.0,466.0,558.0
Total operating expenses(figures in $M),WMB,664.0,664.0,572.0,488.0,566.0
Operating income or loss(figures in $M),WMB,3018.0,3018.0,2633.0,2571.0,2387.0
Interest expense(figures in $M),WMB,1147.0,1147.0,1179.0,1172.0,1186.0
Total other income/expenses net(figures in $M),WMB,671.0,671.0,619.0,-1122.0,-137.0
Income before tax(figures in $M),WMB,2542.0,2542.0,2073.0,277.0,1064.0
Income tax expense(figures in $M),WMB,425.0,425.0,511.0,79.0,335.0
Income from continuing operations(figures in $M),WMB,2117.0,2117.0,1562.0,198.0,729.0
Net income(figures in $M),WMB,2049.0,2049.0,1517.0,211.0,850.0
Net income available to common shareholders(figures in $M),WMB,2046.0,2046.0,1514.0,208.0,847.0
Basic EPS(figures in $M),WMB,,1.68e-06,1.25e-06,1.7000000000000001e-07,7e-07
Diluted EPS(figures in $M),WMB,,1.6699999999999999e-06,1.24e-06,1.7000000000000001e-07,7e-07
Basic average shares(figures in $M),WMB,,1218.362,1215.221,1213.631,1212.037
Diluted average shares(figures in $M),WMB,,1222.672,1218.215,1215.165,1214.011
EBITDA(figures in $M),WMB,,5698.0,5094.0,3170.0,3964.0
