,2019,2018,2017,2016,2015,ticker
Current ratio,1.338,1.449,1.555,1.607,1.657,JEC
Quick ratio,0.652,0.937,1.058,0.994,0.977,JEC
Cash ratio,0.205,0.252,0.402,0.368,0.233,JEC
Days of sales outstanding,34.845,47.085,40.719,31.211,37.736,JEC
Days of inventory outstanding,0,0,0,0,0,JEC
Days of payables outstanding,38.156,33.859,0,0,0,JEC
Gross profit margin,0.194,0.189,1,1,1,JEC
Operating profit margin,0.032,0.043,0.039,0.031,0.037,JEC
Pretax profit margin,0.028,0.037,0.039,0.026,0.036,JEC
Net profit margin,0.067,0.011,0.029,0.019,0.025,JEC
Effective tax rate,0.105,0.688,0.269,0.252,0.235,JEC
Return on assets,0.074,0.013,0.040,0.029,0.039,JEC
Return on equity,0.148,0.028,0.066,0.049,0.071,JEC
Return on capital employed,0.048,0.068,0.072,0.061,0.077,JEC
Net income per EBT,2.416,0.295,0.747,0.734,0.704,JEC
Ebt per ebit,0.867,0.856,1.002,0.847,0.965,JEC
Ebit per revenue,0.032,0.043,0.039,0.031,0.037,JEC
Debt ratio,0.501,0.537,0.400,0.420,0.449,JEC
Debt equity ratio,1.006,1.160,0.667,0.726,0.814,JEC
Long term debt to capitalization,0.174,0.268,0.050,0.083,0.120,JEC
Total debt to capitalization,0.197,0.269,0.051,0.083,0.120,JEC
Interest coverage,4.828,8.442,32.594,22.189,22.844,JEC
Cash flow to debt ratio,-0.262,0.224,2.415,1.754,0.826,JEC
Company equity multiplier,2.006,2.160,1.667,1.726,1.814,JEC
Receivables turnover,10.475,7.752,8.964,11.694,9.672,JEC
Payables turnover,9.566,10.780,0,0,0,JEC
Inventory turnover,0,0,0,0,0,JEC
Fixed asset turnover,41.338,32.739,28.644,34.298,31.778,JEC
Asset turnover,1.111,1.185,1.358,1.490,1.556,JEC
Operating cash flow per share,-2.657,3.498,4.816,5.662,3.876,JEC
Free cash flow per share,-3.643,2.808,3.827,5.015,3.876,JEC
Cash per share,5.721,7.365,7.701,6.942,5.470,JEC
Payout ratio,0.125,0.530,0.185,0.028,0.024,JEC
Operating cash flow sales ratio,-0.029,0.032,0.057,0.062,0.040,JEC
Free cash flow operating cash flow ratio,1.371,0.803,0.795,0.886,1,JEC
Cash flow coverage ratios,-0.262,0.224,2.415,1.754,0.826,JEC
Short term coverage ratios,-1.833,97.124,187.197,280.947,193.829,JEC
Capital expenditure coverage ratio,2.695,-5.071,-4.869,-10.049,0,JEC
Dividend paid and capex coverage ratio,12.388,-57.866,-9.007,-11.000,67.022,JEC
Dividend payout ratio,0.125,0.530,0.185,0.028,0.024,JEC
Price book value ratio,2.189,1.797,1.571,1.457,1.089,JEC
Price to book ratio,2.189,1.797,1.571,1.457,1.089,JEC
Price to sales ratio,0.982,0.702,0.694,0.567,0.386,JEC
Price earnings ratio,14.749,64.379,23.681,29.522,15.431,JEC
Price to free cash flows ratio,-24.893,27.239,15.226,10.313,9.648,JEC
Price to operating cash flows ratio,-34.131,21.867,12.099,9.135,9.648,JEC
Price cash flow ratio,-34.131,21.867,12.099,9.135,9.648,JEC
Price earnings to growth ratio,0.035,-1.245,0.585,-1.065,-4.267,JEC
Price sales ratio,0.982,0.702,0.694,0.567,0.386,JEC
Dividend yield,0.009,0.008,0.008,0.001,0.002,JEC
Enterprise value multiple,11.666,14.482,12.019,13.894,8.379,JEC
Price fair value,2.189,1.797,1.571,1.457,1.089,JEC
