,2022,2021,2020,2019,2018,ticker
Current ratio,1.168,0.951,1.251,0.901,1.494,NFLX
Quick ratio,0.964,0.805,1.129,0.875,0.585,NFLX
Cash ratio,0.649,0.710,1.051,0.732,0.585,NFLX
Days of sales outstanding,18.321,9.885,8.919,17.729,0,NFLX
Days of inventory outstanding,0,0,0,0,0,NFLX
Operating cycle,18.321,9.885,8.919,17.729,0,NFLX
Days of payables outstanding,12.787,17.636,15.678,19.786,20.616,NFLX
Cash conversion cycle,5.534,-7.751,-6.759,-2.056,-20.616,NFLX
Gross profit margin,0.394,0.416,0.389,0.383,0.369,NFLX
Operating profit margin,0.178,0.209,0.183,0.129,0.102,NFLX
Pretax profit margin,0.166,0.197,0.128,0.102,0.078,NFLX
Net profit margin,0.142,0.172,0.110,0.093,0.077,NFLX
Effective tax rate,0.147,0.124,0.137,0.095,0.012,NFLX
Return on assets,0.092,0.115,0.070,0.055,0.047,NFLX
Return on equity,0.216,0.323,0.250,0.246,0.231,NFLX
Return on capital employed,0.139,0.172,0.146,0.096,0.082,NFLX
Net income per EBT,0.853,0.876,0.863,0.905,0.988,NFLX
Ebt per ebit,0.935,0.943,0.698,0.792,0.764,NFLX
Ebit per revenue,0.178,0.209,0.183,0.129,0.102,NFLX
Debt ratio,0.572,0.645,0.718,0.777,0.798,NFLX
Debt equity ratio,0.691,0.971,1.474,1.947,1.978,NFLX
Long term debt to capitalization,0.409,0.481,0.588,0.661,0.664,NFLX
Total debt to capitalization,0.409,0.493,0.596,0.661,0.664,NFLX
Interest coverage,7.976,8.091,3.308,4.160,3.817,NFLX
Cash flow to debt ratio,0.141,0.026,0.149,-0.196,-0.259,NFLX
Company equity multiplier,2.339,2.813,3.550,4.481,4.958,NFLX
Receivables turnover,19.923,36.923,40.922,20.587,0,NFLX
Payables turnover,28.545,20.696,23.281,18.448,17.705,NFLX
Inventory turnover,0,0,0,0,0,NFLX
Fixed asset turnover,22.611,22.440,26.033,35.661,37.760,NFLX
Asset turnover,0.651,0.666,0.636,0.593,0.608,NFLX
Operating cash flow per share,4.556,0.886,5.505,-6.595,-6.157,NFLX
Free cash flow per share,3.640,-0.298,4.375,-7.173,-6.645,NFLX
Cash per share,13.624,13.602,18.610,11.463,8.715,NFLX
Payout ratio,0,0,0,0,0,NFLX
Operating cash flow sales ratio,0.064,0.013,0.097,-0.143,-0.170,NFLX
Free cash flow operating cash flow ratio,0.799,-0.336,0.795,1.088,1.079,NFLX
Cash flow coverage ratios,0.141,0.026,0.149,-0.196,-0.259,NFLX
Short term coverage ratios,0,0.561,4.855,0,0,NFLX
Capital expenditure coverage ratio,-4.970,-0.748,-4.874,11.411,12.612,NFLX
Dividend paid and capex coverage ratio,-4.970,-0.748,-4.874,11.411,12.612,NFLX
Dividend payout ratio,0,0,0,0,0,NFLX
Price book value ratio,6.311,16.845,21.547,18.683,22.244,NFLX
Price to book ratio,6.311,16.845,21.547,18.683,22.244,NFLX
Price to sales ratio,4.148,8.990,9.538,7.028,7.378,NFLX
Price earnings ratio,29.193,52.182,86.340,75.878,96.209,NFLX
Price to free cash flows ratio,81.020,-2.023 K,123.588,-45.109,-40.281,NFLX
Price to operating cash flows ratio,64.717,679.999,98.233,-49.062,-43.474,NFLX
Price cash flow ratio,64.717,679.999,98.233,-49.062,-43.474,NFLX
Price earnings to growth ratio,-2.325,0.618,1.839,1.425,0.833,NFLX
Price sales ratio,4.148,8.990,9.538,7.028,7.378,NFLX
Dividend yield,0,0,0,0,0,NFLX
Enterprise value multiple,6.902,14.510,15.897,12.608,13.231,NFLX
Price fair value,6.311,16.845,21.547,18.683,22.244,NFLX
