,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),AEE,7957.0,7957.0,6394.0,5794.0,5910.0
Cost of revenue(figures in $M),AEE,4614.0,4614.0,3403.0,2936.0,3167.0
Gross profit(figures in $M),AEE,3343.0,3343.0,2991.0,2858.0,2743.0
Total operating expenses(figures in $M),AEE,1828.0,1828.0,1658.0,1558.0,1476.0
Operating income or loss(figures in $M),AEE,1515.0,1515.0,1333.0,1300.0,1267.0
Interest expense(figures in $M),AEE,486.0,486.0,383.0,419.0,381.0
Total other income/expenses net(figures in $M),AEE,226.0,226.0,202.0,151.0,130.0
Income before tax(figures in $M),AEE,1255.0,1255.0,1152.0,1032.0,1016.0
Income tax expense(figures in $M),AEE,176.0,176.0,157.0,155.0,182.0
Income from continuing operations(figures in $M),AEE,1079.0,1079.0,995.0,877.0,834.0
Net income(figures in $M),AEE,1074.0,1074.0,990.0,871.0,828.0
Net income available to common shareholders(figures in $M),AEE,1074.0,1074.0,990.0,871.0,828.0
Basic EPS(figures in $M),AEE,,,3.8599999999999995e-06,3.5299999999999997e-06,3.37e-06
Diluted EPS(figures in $M),AEE,,,3.84e-06,3.5e-06,3.35e-06
Basic average shares(figures in $M),AEE,,,256.3,247.0,245.6
Diluted average shares(figures in $M),AEE,,,257.6,248.7,247.1
EBITDA(figures in $M),AEE,,3179.0,2812.0,2604.0,2478.0
