,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),AEE,10.0,8.0,139.0,16.0
Other short-term investments(figures in $M),AEE,240.0,0.0,0.0,0.0
Total cash(figures in $M),AEE,250.0,8.0,139.0,16.0
Net receivables(figures in $M),AEE,600.0,434.0,415.0,393.0
Inventory(figures in $M),AEE,667.0,592.0,521.0,494.0
Other current assets(figures in $M),AEE,651.0,548.0,244.0,118.0
Total current assets(figures in $M),AEE,2668.0,1968.0,1653.0,1431.0
"Gross property, plant and equipment(figures in $M)",AEE,45727.0,43475.0,40580.0,37382.0
Accumulated depreciation(figures in $M),AEE,-14465.0,-14214.0,-13773.0,-13006.0
"Net property, plant and equipment(figures in $M)",AEE,31262.0,29261.0,26807.0,24376.0
Equity and other investments(figures in $M),AEE,958.0,1159.0,982.0,847.0
Goodwill(figures in $M),AEE,411.0,411.0,411.0,411.0
Other long-term assets(figures in $M),AEE,1179.0,1647.0,1077.0,876.0
Total non-current assets(figures in $M),AEE,35236.0,33767.0,30377.0,27502.0
Total assets(figures in $M),AEE,37904.0,35735.0,32030.0,28933.0
Current debt(figures in $M),AEE,1410.0,1050.0,498.0,882.0
Accounts payable(figures in $M),AEE,1159.0,1095.0,958.0,874.0
Accrued liabilities(figures in $M),AEE,0.0,123.0,114.0,0.0
Other current liabilities(figures in $M),AEE,797.0,558.0,610.0,749.0
Total current liabilities(figures in $M),AEE,3366.0,2826.0,2180.0,2505.0
Long-term debt(figures in $M),AEE,13685.0,12562.0,11078.0,8915.0
Deferred tax liabilities(figures in $M),AEE,3804.0,3499.0,3211.0,2919.0
Total non-current liabilities(figures in $M),AEE,23901.0,23080.0,20770.0,18227.0
Total liabilities(figures in $M),AEE,27267.0,25906.0,22950.0,20732.0
Common stock(figures in $M),AEE,3.0,3.0,3.0,2.0
Retained earnings(figures in $M),AEE,3646.0,3182.0,2757.0,2380.0
Accumulated other comprehensive income(figures in $M),AEE,-1.0,13.0,-1.0,-17.0
Total stockholders' equity(figures in $M),AEE,10508.0,9700.0,8938.0,8059.0
Total liabilities and stockholders' equity(figures in $M),AEE,37904.0,35735.0,32030.0,28933.0
