,2015,2014,2012,2008,2006,ticker
Current ratio,2.220,1.769,2.175,1.815,1.786,CAM
Quick ratio,1.100,0.991,0.335,0.437,0.635,CAM
Cash ratio,0.554,0.354,0.335,0.437,0.635,CAM
Days of sales outstanding,48.503,58.999,0,0,0,CAM
Days of inventory outstanding,140.614,143.232,12.690 K,159.116,141.648,CAM
Operating cycle,189.117,202.231,12.690 K,159.116,141.648,CAM
Days of payables outstanding,166.413,183.282,14.119 K,188.797,191.506,CAM
Cash conversion cycle,22.704,18.949,-1.428 K,-29.681,-49.858,CAM
Gross profit margin,0.302,0.281,0.310,0.305,0.305,CAM
Operating profit margin,0.096,0.117,0.060,0.058,0.034,CAM
Pretax profit margin,0.037,0.079,0.090,0.152,0.131,CAM
Net profit margin,0.016,0.054,0.100,0.196,0.176,CAM
Effective tax rate,0.573,0.314,-0.111,-0.293,-0.350,CAM
Return on assets,0.012,0.044,0.001,0.246,0.188,CAM
Return on equity,0.030,0.124,0.002,0.437,0.379,CAM
Return on capital employed,0.102,0.141,0.001,0.133,0.067,CAM
Net income per EBT,0.427,0.686,1.111,1.293,1.350,CAM
Ebt per ebit,0.380,0.675,1.500,2.625,3.867,CAM
Ebit per revenue,0.096,0.117,0.060,0.058,0.034,CAM
Debt ratio,0.604,0.647,0.625,0.709,0.745,CAM
Debt equity ratio,0.621,0.677,0.002,0.004,0.119,CAM
Long term debt to capitalization,0.358,0.382,0.002,0.004,0.106,CAM
Total debt to capitalization,0.383,0.404,0.002,0.004,0.106,CAM
Interest coverage,5.281,8.174,-2,-11.579,-6.111,CAM
Cash flow to debt ratio,0.251,0.387,20.800,51.531,2.636,CAM
Company equity multiplier,2.525,2.830,1.581,1.776,2.012,CAM
Receivables turnover,7.525,6.187,0,0,0,CAM
Payables turnover,2.193,1.991,0.026,1.933,1.906,CAM
Inventory turnover,2.596,2.548,0.029,2.294,2.577,CAM
Fixed asset turnover,5.115,5.286,0,0,0,CAM
Asset turnover,0.764,0.805,0.013,1.254,1.069,CAM
Operating cash flow per share,3.688,5.848,0.860,2.056,4.832,CAM
Free cash flow per share,3.688,5.848,0.860,2.056,4.832,CAM
Cash per share,12.286,12.520,3.711,3.368,9.138,CAM
Payout ratio,0,0,0,0,0,CAM
Operating cash flow sales ratio,0.081,0.115,2.080,0.097,0.146,CAM
Free cash flow operating cash flow ratio,1,1,1,1,1,CAM
Cash flow coverage ratios,0.251,0.387,20.800,51.531,2.636,CAM
Short term coverage ratios,2.493,4.536,0,0,0,CAM
Capital expenditure coverage ratio,0,0,0,0,0,CAM
Dividend paid and capex coverage ratio,0,0,0,0,0,CAM
Dividend payout ratio,0,0,0,0,0,CAM
Price book value ratio,2.665,2.237,2.859,4.589,1.723,CAM
Price to book ratio,2.665,2.237,2.859,4.589,1.723,CAM
Price to sales ratio,1.382,0.982,134.576,2.060,0.802,CAM
Price earnings ratio,88.572,18.067,1.346 K,10.494,4.550,CAM
Price to free cash flows ratio,17.139,8.541,64.700,21.281,5.489,CAM
Price to operating cash flows ratio,17.139,8.541,64.700,21.281,5.489,CAM
Price cash flow ratio,17.139,8.541,64.700,21.281,5.489,CAM
Price earnings to growth ratio,-1.192,0,0,0,0.056,CAM
Price sales ratio,1.382,0.982,134.576,2.060,0.802,CAM
Dividend yield,0,0,0,0,0,CAM
Enterprise value multiple,11.108,7.452,85.203,27.397,14.433,CAM
Price fair value,2.665,2.237,2.859,4.589,1.723,CAM
