,2022,2021,2020,2019,2018,ticker
Current ratio,0.647,0.628,0.438,0.396,0.476,AEP
Quick ratio,0.231,0.216,0.264,0.209,0.268,AEP
Cash ratio,0.035,0.032,0.040,0.024,0.027,AEP
Days of sales outstanding,49.616,44.845,49.618,39.994,43.417,AEP
Days of inventory outstanding,56.937,54.805,88.874,67.525,47.797,AEP
Operating cycle,106.553,99.649,138.491,107.519,91.215,AEP
Days of payables outstanding,114.258,113.831,115.991,120.462,97.260,AEP
Cash conversion cycle,-7.705,-14.182,22.501,-12.943,-6.046,AEP
Gross profit margin,0.575,0.608,0.639,0.594,0.566,AEP
Operating profit margin,0.177,0.203,0.200,0.167,0.166,AEP
Pretax profit margin,0.123,0.150,0.144,0.118,0.122,AEP
Net profit margin,0.117,0.148,0.147,0.123,0.119,AEP
Effective tax rate,0.002,0.046,0.019,-0.007,0.058,AEP
Return on assets,0.025,0.028,0.027,0.025,0.028,AEP
Return on equity,0.097,0.111,0.107,0.098,0.101,AEP
Return on capital employed,0.044,0.045,0.042,0.040,0.045,AEP
Net income per EBT,0.953,0.991,1.025,1.047,0.975,AEP
Ebt per ebit,0.695,0.736,0.718,0.708,0.736,AEP
Ebit per revenue,0.177,0.203,0.200,0.167,0.166,AEP
Debt ratio,0.742,0.741,0.743,0.738,0.723,AEP
Debt equity ratio,1.691,1.634,1.675,1.555,1.327,AEP
Long term debt to capitalization,0.589,0.586,0.590,0.568,0.532,AEP
Total debt to capitalization,0.628,0.620,0.626,0.609,0.570,AEP
Interest coverage,2.495,2.845,2.563,2.417,2.725,AEP
Cash flow to debt ratio,0.131,0.105,0.111,0.140,0.207,AEP
Company equity multiplier,3.912,3.908,3.930,3.866,3.616,AEP
Receivables turnover,7.356,8.139,7.356,9.126,8.407,AEP
Payables turnover,3.195,3.207,3.147,3.030,3.753,AEP
Inventory turnover,6.411,6.660,4.107,5.405,7.636,AEP
Fixed asset turnover,0.273,0.252,0.230,0.255,0.294,AEP
Asset turnover,0.210,0.192,0.185,0.205,0.235,AEP
Operating cash flow per share,10.331,7.672,7.732,8.649,10.600,AEP
Free cash flow per share,-2.900,-3.844,-5.009,-3.795,-2.301,AEP
Cash per share,1.362,1.246,1.197,0.910,0.798,AEP
Payout ratio,0.713,0.611,0.648,0.703,0.653,AEP
Operating cash flow sales ratio,0.269,0.229,0.257,0.274,0.323,AEP
Free cash flow operating cash flow ratio,-0.281,-0.501,-0.648,-0.439,-0.217,AEP
Cash flow coverage ratios,0.131,0.105,0.111,0.140,0.207,AEP
Short term coverage ratios,0.850,0.789,0.797,0.914,1.447,AEP
Capital expenditure coverage ratio,-0.781,-0.666,-0.607,-0.695,-0.822,AEP
Dividend paid and capex coverage ratio,-1.031,-0.905,-0.784,-0.891,-1.024,AEP
Dividend payout ratio,0.713,0.611,0.648,0.703,0.653,AEP
Price book value ratio,2.034,1.985,2.009,2.377,1.936,AEP
Price to book ratio,2.034,1.985,2.009,2.377,1.936,AEP
Price to sales ratio,2.475,2.652,2.767,2.998,2.274,AEP
Price earnings ratio,21.064,17.898,18.762,24.288,19.144,AEP
Price to free cash flows ratio,-32.740,-23.143,-16.624,-24.903,-32.484,AEP
Price to operating cash flows ratio,9.191,11.597,10.770,10.927,7.051,AEP
Price cash flow ratio,9.191,11.597,10.770,10.927,7.051,AEP
Price earnings to growth ratio,-2.276,1.499,1.327,-94.722,74.472,AEP
Price sales ratio,2.475,2.652,2.767,2.998,2.274,AEP
Dividend yield,0.034,0.034,0.035,0.029,0.034,AEP
Enterprise value multiple,12.182,12.186,12.407,13.654,11.404,AEP
Price fair value,2.034,1.985,2.009,2.377,1.936,AEP
