,2022,2021,2020,2019,2018,ticker
Current ratio,0.437,0.482,0.619,0.942,0.959,CNX
Quick ratio,0.286,0.359,0.376,0.427,0.823,CNX
Cash ratio,0.016,0.004,0.035,0.031,0.033,CNX
Days of sales outstanding,32.980,51.800,50.547,49.470,85.615,CNX
Days of inventory outstanding,8.788,2.172,3.699,2.493,3.585,CNX
Operating cycle,41.768,53.973,54.245,51.964,89.201,CNX
Days of payables outstanding,61.922,43.026,45.265,72.308,84.807,CNX
Cash conversion cycle,-20.154,10.946,8.981,-20.344,4.394,CNX
Gross profit margin,0.713,0.568,0.122,0.339,0.438,CNX
Operating profit margin,0.661,0.477,-0.093,0.164,0.676,CNX
Pretax profit margin,-0.054,-0.266,-0.556,0.039,0.624,CNX
Net profit margin,-0.036,-0.209,-0.395,0.021,0.452,CNX
Effective tax rate,0.330,0.217,0.289,0.465,0.196,CNX
Return on assets,-0.017,-0.062,-0.053,0.004,0.093,CNX
Return on equity,-0.048,-0.135,-0.097,0.008,0.184,CNX
Return on capital employed,0.360,0.159,-0.013,0.030,0.148,CNX
Net income per EBT,0.670,0.783,0.711,0.535,0.725,CNX
Ebt per ebit,-0.082,-0.559,5.943,0.235,0.923,CNX
Ebit per revenue,0.661,0.477,-0.093,0.164,0.676,CNX
Debt ratio,0.654,0.543,0.450,0.452,0.409,CNX
Debt equity ratio,0.809,0.614,0.574,0.707,0.554,CNX
Long term debt to capitalization,0.442,0.378,0.357,0.408,0.356,CNX
Total debt to capitalization,0.447,0.380,0.365,0.414,0.356,CNX
Interest coverage,20.311,7.535,-0.594,1.677,8.158,CNX
Cash flow to debt ratio,0.517,0.408,0.313,0.333,0.369,CNX
Company equity multiplier,2.886,2.189,1.818,2.178,1.984,CNX
Receivables turnover,11.067,7.046,7.221,7.378,4.263,CNX
Payables turnover,5.895,8.483,8.064,5.048,4.304,CNX
Inventory turnover,41.533,168.023,98.686,146.400,101.808,CNX
Fixed asset turnover,0.540,0.339,0.152,0.211,0.254,CNX
Asset turnover,0.461,0.295,0.135,0.171,0.205,CNX
Operating cash flow per share,6.517,4.289,3.991,5.141,4.170,CNX
Free cash flow per share,3.532,2.132,1.545,-1.112,-1.086,CNX
Cash per share,0.113,0.017,0.078,0.085,0.081,CNX
Payout ratio,0,0,0,0,0,CNX
Operating cash flow sales ratio,0.315,0.388,0.733,0.634,0.503,CNX
Free cash flow operating cash flow ratio,0.542,0.497,0.387,-0.216,-0.260,CNX
Cash flow coverage ratios,0.517,0.408,0.313,0.333,0.369,CNX
Short term coverage ratios,25.561,39.428,9.693,14.245,126.600,CNX
Capital expenditure coverage ratio,-2.183,-1.988,-1.632,-0.822,-0.793,CNX
Dividend paid and capex coverage ratio,-2.183,-1.988,-1.632,-0.822,-0.793,CNX
Dividend payout ratio,0,0,0,0,0,CNX
Price book value ratio,1.082,0.803,0.487,0.406,0.560,CNX
Price to book ratio,1.082,0.803,0.487,0.406,0.560,CNX
Price to sales ratio,0.813,1.243,1.983,1.092,1.378,CNX
Price earnings ratio,-22.462,-5.955,-5.018,52.834,3.045,CNX
Price to free cash flows ratio,4.768,6.449,6.991,-7.960,-10.520,CNX
Price to operating cash flows ratio,2.584,3.206,2.706,1.721,2.738,CNX
Price cash flow ratio,2.584,3.206,2.706,1.721,2.738,CNX
Price earnings to growth ratio,-0.333,0.800,0.004,-0.553,0.016,CNX
Price sales ratio,0.813,1.243,1.983,1.092,1.378,CNX
Dividend yield,0,0,0,0,0,CNX
Enterprise value multiple,1.820,3.167,11.673,6.052,2.855,CNX
Price fair value,1.082,0.803,0.487,0.406,0.560,CNX
