,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),BEAM,60.92,60.92,51.844,0.024,0.018
Research development(figures in $M),BEAM,311.594,311.594,387.087,103.179,54.619
Selling general and administrative(figures in $M),BEAM,87.805,87.805,57.222,29.605,20.553
Total operating expenses(figures in $M),BEAM,399.399,399.399,444.309,132.784,75.172
Operating income or loss(figures in $M),BEAM,-338.479,-338.479,-392.465,-132.76,-75.154
Interest expense(figures in $M),BEAM,,,,,0.187
Total other income/expenses net(figures in $M),BEAM,63.004,63.004,21.836,-63.4,-5.471
Income before tax(figures in $M),BEAM,-260.178,-260.178,-370.638,-194.592,-78.326
Income tax expense(figures in $M),BEAM,3.41,3.41,,,
Income from continuing operations(figures in $M),BEAM,-289.088,-289.088,-370.638,-194.592,-78.326
Net income(figures in $M),BEAM,-289.088,-289.088,-370.638,-194.592,-78.326
Net income available to common shareholders(figures in $M),BEAM,-289.088,-289.088,-370.638,-195.869,-91.04
Basic EPS(figures in $M),BEAM,,-4.13e-06,-5.77e-06,-4.1900000000000005e-06,-2.01e-06
Diluted EPS(figures in $M),BEAM,,-4.13e-06,-5.77e-06,-4.1900000000000005e-06,-2.01e-06
Basic average shares(figures in $M),BEAM,,70.015,64.228,46.733,45.325
Diluted average shares(figures in $M),BEAM,,70.015,64.228,46.733,45.325
EBITDA(figures in $M),BEAM,,-338.479,-392.465,-128.025,-74.636
