,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),SO,1917.0,1798.0,1065.0,1975.0
Total cash(figures in $M),SO,1917.0,1798.0,1065.0,1975.0
Net receivables(figures in $M),SO,2138.0,1806.0,2269.0,2042.0
Inventory(figures in $M),SO,2677.0,2355.0,2488.0,2388.0
Other current assets(figures in $M),SO,1644.0,1369.0,1246.0,1360.0
Total current assets(figures in $M),SO,10416.0,8965.0,8617.0,9817.0
"Gross property, plant and equipment(figures in $M)",SO,132000.0,127541.0,122787.0,116824.0
Accumulated depreciation(figures in $M),SO,-35297.0,-34079.0,-32397.0,-30765.0
"Net property, plant and equipment(figures in $M)",SO,96703.0,93462.0,90390.0,86059.0
Equity and other investments(figures in $M),SO,3588.0,3824.0,3665.0,3339.0
Goodwill(figures in $M),SO,5161.0,5280.0,5280.0,5280.0
Intangible assets(figures in $M),SO,406.0,445.0,487.0,536.0
Other long-term assets(figures in $M),SO,0.0,0.0,0.0,601.0
Total non-current assets(figures in $M),SO,124475.0,118569.0,114318.0,108883.0
Total assets(figures in $M),SO,134891.0,127534.0,122935.0,118700.0
Current debt(figures in $M),SO,6894.0,3597.0,4116.0,5044.0
Accounts payable(figures in $M),SO,3525.0,2169.0,2806.0,2557.0
Taxes payable(figures in $M),SO,60.0,50.0,130.0,0.0
Accrued liabilities(figures in $M),SO,614.0,533.0,513.0,474.0
Deferred revenues(figures in $M),SO,502.0,479.0,487.0,496.0
Other current liabilities(figures in $M),SO,1347.0,1435.0,1477.0,1591.0
Total current liabilities(figures in $M),SO,15724.0,10921.0,12079.0,12546.0
Long-term debt(figures in $M),SO,50656.0,50120.0,45073.0,41798.0
Deferred tax liabilities(figures in $M),SO,17404.0,16479.0,16177.0,16257.0
Other long-term liabilities(figures in $M),SO,1903.0,2104.0,2211.0,2239.0
Total non-current liabilities(figures in $M),SO,84635.0,84047.0,78331.0,74104.0
Total liabilities(figures in $M),SO,100359.0,94968.0,90410.0,86650.0
Common stock(figures in $M),SO,5417.0,5570.0,5559.0,5548.0
Retained earnings(figures in $M),SO,11538.0,10929.0,11311.0,10877.0
Accumulated other comprehensive income(figures in $M),SO,-167.0,-238.0,-395.0,-321.0
Total stockholders' equity(figures in $M),SO,30408.0,28164.0,28263.0,27796.0
Total liabilities and stockholders' equity(figures in $M),SO,134891.0,127534.0,122935.0,118700.0
