,2022,2021,2020,2019,2018,ticker
Current ratio,0.662,0.821,0.713,0.782,0.671,SO
Quick ratio,0.358,0.436,0.364,0.429,0.382,SO
Cash ratio,0.122,0.165,0.088,0.157,0.098,SO
Days of sales outstanding,46.325,46.776,59.744,58.093,63.057,SO
Days of inventory outstanding,52.937,65.858,86.669,73.916,63.127,SO
Operating cycle,99.261,112.634,146.413,132.009,126.185,SO
Days of payables outstanding,69.706,60.656,97.747,79.147,90.604,SO
Cash conversion cycle,29.556,51.977,48.666,52.861,35.581,SO
Gross profit margin,0.370,0.435,0.486,0.449,0.411,SO
Operating profit margin,0.183,0.160,0.240,0.268,0.178,SO
Pretax profit margin,0.144,0.111,0.172,0.305,0.117,SO
Net profit margin,0.121,0.104,0.154,0.222,0.095,SO
Effective tax rate,0.188,0.104,0.112,0.275,0.163,SO
Return on assets,0.026,0.019,0.025,0.040,0.019,SO
Return on equity,0.116,0.085,0.111,0.171,0.090,SO
Return on capital employed,0.045,0.032,0.044,0.054,0.041,SO
Net income per EBT,0.837,0.935,0.896,0.727,0.816,SO
Ebt per ebit,0.786,0.697,0.716,1.138,0.656,SO
Ebit per revenue,0.183,0.160,0.240,0.268,0.178,SO
Debt ratio,0.744,0.745,0.735,0.730,0.749,SO
Debt equity ratio,1.945,1.970,1.806,1.752,1.872,SO
Long term debt to capitalization,0.631,0.647,0.623,0.610,0.620,SO
Total debt to capitalization,0.660,0.663,0.644,0.637,0.652,SO
Interest coverage,2.656,2.013,2.683,3.312,2.275,SO
Cash flow to debt ratio,0.107,0.111,0.131,0.119,0.148,SO
Company equity multiplier,4.436,4.528,4.350,4.270,4.674,SO
Receivables turnover,7.879,7.803,6.109,6.283,5.788,SO
Payables turnover,5.236,6.018,3.734,4.612,4.029,SO
Inventory turnover,6.895,5.542,4.211,4.938,5.782,SO
Fixed asset turnover,0.303,0.247,0.225,0.249,0.287,SO
Asset turnover,0.217,0.181,0.166,0.180,0.201,SO
Operating cash flow per share,5.862,5.814,6.329,5.490,6.718,SO
Free cash flow per share,-1.508,-1.009,-0.704,-1.685,-1.021,SO
Cash per share,1.783,1.695,1.007,1.876,1.350,SO
Payout ratio,0.822,1.153,0.857,0.541,1.082,SO
Operating cash flow sales ratio,0.215,0.267,0.329,0.270,0.296,SO
Free cash flow operating cash flow ratio,-0.257,-0.174,-0.111,-0.307,-0.152,SO
Cash flow coverage ratios,0.107,0.111,0.131,0.119,0.148,SO
Short term coverage ratios,0.889,1.604,1.537,1.096,1.141,SO
Capital expenditure coverage ratio,-0.795,-0.852,-0.900,-0.765,-0.868,SO
Dividend paid and capex coverage ratio,-1.256,-1.382,-1.408,-1.160,-1.246,SO
Dividend payout ratio,0.822,1.153,0.857,0.541,1.082,SO
Price book value ratio,2.525,2.584,2.300,2.413,1.815,SO
Price to book ratio,2.525,2.584,2.300,2.413,1.815,SO
Price to sales ratio,2.622,3.148,3.190,3.132,1.932,SO
Price earnings ratio,21.716,30.217,20.738,14.109,20.252,SO
Price to free cash flows ratio,-47.357,-67.940,-87.239,-37.811,-42.996,SO
Price to operating cash flows ratio,12.181,11.795,9.706,11.603,6.538,SO
Price cash flow ratio,12.181,11.795,9.706,11.603,6.538,SO
Price earnings to growth ratio,0.481,-1.292,-0.602,0.129,0.128,SO
Price sales ratio,2.622,3.148,3.190,3.132,1.932,SO
Dividend yield,0.038,0.038,0.041,0.038,0.053,SO
Enterprise value multiple,13.564,16.612,13.025,12.949,11.239,SO
Price fair value,2.525,2.584,2.300,2.413,1.815,SO
