,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),SO,29279.0,29279.0,23113.0,20375.0,21419.0
Cost of revenue(figures in $M),SO,18458.0,18458.0,13052.0,10478.0,11792.0
Gross profit(figures in $M),SO,10821.0,10821.0,10061.0,9897.0,9627.0
Total operating expenses(figures in $M),SO,5257.0,5257.0,6547.0,5077.0,4292.0
Operating income or loss(figures in $M),SO,5564.0,5564.0,3514.0,4820.0,5335.0
Interest expense(figures in $M),SO,2022.0,2022.0,1837.0,1821.0,1736.0
Total other income/expenses net(figures in $M),SO,681.0,681.0,899.0,497.0,2943.0
Income before tax(figures in $M),SO,4223.0,4223.0,2576.0,3496.0,6542.0
Income tax expense(figures in $M),SO,795.0,795.0,267.0,393.0,1798.0
Income from continuing operations(figures in $M),SO,3428.0,3428.0,2309.0,3103.0,4744.0
Net income(figures in $M),SO,3535.0,3535.0,2408.0,3134.0,4754.0
Net income available to common shareholders(figures in $M),SO,3524.0,3524.0,2393.0,3119.0,4739.0
Basic EPS(figures in $M),SO,,3.28e-06,2.26e-06,2.95e-06,4.5e-06
Diluted EPS(figures in $M),SO,,3.2599999999999997e-06,2.24e-06,2.95e-06,4.5e-06
Basic average shares(figures in $M),SO,,1075.0,1061.0,1058.0,1053.0
Diluted average shares(figures in $M),SO,,1080.982,1068.0,1058.0,1053.0
EBITDA(figures in $M),SO,,9908.0,7978.0,8835.0,11316.0
