,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),EIX,17220.0,17220.0,14905.0,13578.0,12347.0
Cost of revenue(figures in $M),EIX,11099.0,11099.0,9185.0,8541.0,7857.0
Gross profit(figures in $M),EIX,6121.0,6121.0,5720.0,5037.0,4490.0
Selling general and administrative(figures in $M),EIX,1527.0,1527.0,1491.0,1664.0,407.0
Total operating expenses(figures in $M),EIX,4589.0,4589.0,4174.0,4069.0,2531.0
Operating income or loss(figures in $M),EIX,1532.0,1532.0,1546.0,968.0,1959.0
Interest expense(figures in $M),EIX,1169.0,1169.0,925.0,902.0,841.0
Total other income/expenses net(figures in $M),EIX,210.0,299.0,168.0,500.0,9.0
Income before tax(figures in $M),EIX,662.0,662.0,789.0,566.0,1127.0
Income tax expense(figures in $M),EIX,-162.0,-162.0,-136.0,-305.0,-278.0
Income from continuing operations(figures in $M),EIX,824.0,824.0,925.0,871.0,1405.0
Net income(figures in $M),EIX,824.0,824.0,925.0,871.0,1405.0
Net income available to common shareholders(figures in $M),EIX,612.0,612.0,759.0,739.0,1284.0
Basic EPS(figures in $M),EIX,,1.61e-06,2e-06,1.98e-06,3.78e-06
Diluted EPS(figures in $M),EIX,,1.6000000000000001e-06,2e-06,1.98e-06,3.77e-06
Basic average shares(figures in $M),EIX,,381.0,380.0,373.0,340.0
Diluted average shares(figures in $M),EIX,,383.0,380.0,374.0,341.0
EBITDA(figures in $M),EIX,,4464.0,4002.0,3497.0,3771.0
