,2022,2021,2020,2019,2018,ticker
Current ratio,0.683,0.638,0.492,0.645,0.623,EIX
Quick ratio,0.314,0.300,0.245,0.265,0.287,EIX
Cash ratio,0.088,0.045,0.008,0.012,0.027,EIX
Days of sales outstanding,49.515,53.679,65.242,41.209,40.459,EIX
Days of inventory outstanding,15.588,16.690,17.308,16.910,12.548,EIX
Operating cycle,65.102,70.369,82.550,58.119,53.007,EIX
Days of payables outstanding,77.578,79.557,84.615,81.390,67.233,EIX
Cash conversion cycle,-12.475,-9.188,-2.066,-23.271,-14.226,EIX
Gross profit margin,0.355,0.384,0.371,0.364,0.352,EIX
Operating profit margin,0.086,0.099,0.090,0.144,-0.044,EIX
Pretax profit margin,0.038,0.053,0.042,0.091,-0.086,EIX
Net profit margin,0.048,0.062,0.064,0.114,-0.024,EIX
Effective tax rate,-0.245,-0.172,-0.539,-0.247,0.679,EIX
Return on assets,0.011,0.012,0.013,0.022,-0.005,EIX
Return on equity,0.053,0.058,0.062,0.106,-0.029,EIX
Return on capital employed,0.022,0.022,0.021,0.030,-0.011,EIX
Net income per EBT,1.245,1.172,1.539,1.247,0.277,EIX
Ebt per ebit,0.446,0.534,0.465,0.635,1.973,EIX
Ebit per revenue,0.086,0.099,0.090,0.144,-0.044,EIX
Debt ratio,0.775,0.762,0.770,0.759,0.777,EIX
Debt equity ratio,2.119,1.859,1.719,1.472,1.475,EIX
Long term debt to capitalization,0.642,0.616,0.593,0.581,0.583,EIX
Total debt to capitalization,0.679,0.650,0.632,0.596,0.596,EIX
Interest coverage,1.269,1.597,1.349,2.111,-0.752,EIX
Cash flow to debt ratio,0.097,0.000,0.052,-0.016,0.206,EIX
Company equity multiplier,4.996,4.704,4.938,4.840,5.423,EIX
Receivables turnover,7.372,6.800,5.595,8.857,9.021,EIX
Payables turnover,4.705,4.588,4.314,4.485,5.429,EIX
Inventory turnover,23.416,21.869,21.089,21.585,29.089,EIX
Fixed asset turnover,0.314,0.283,0.278,0.275,0.306,EIX
Asset turnover,0.221,0.199,0.196,0.192,0.223,EIX
Operating cash flow per share,8.441,0.029,3.386,-0.903,9.745,EIX
Free cash flow per share,-6.724,-14.458,-11.316,-15.247,-4.086,EIX
Cash per share,2.399,1.026,0.233,0.200,0.442,EIX
Payout ratio,1.394,1.106,1.065,0.577,-2.609,EIX
Operating cash flow sales ratio,0.187,0.001,0.093,-0.025,0.251,EIX
Free cash flow operating cash flow ratio,-0.797,-499.455,-3.342,16.886,-0.419,EIX
Cash flow coverage ratios,0.097,0.000,0.052,-0.016,0.206,EIX
Short term coverage ratios,0.626,0.003,0.347,-0.277,3.976,EIX
Capital expenditure coverage ratio,-0.557,-0.002,-0.230,0.063,-0.705,EIX
Dividend paid and capex coverage ratio,-0.695,-0.002,-0.277,0.075,-0.854,EIX
Dividend payout ratio,1.394,1.106,1.065,0.577,-2.609,EIX
Price book value ratio,1.552,1.632,1.668,1.927,1.769,EIX
Price to book ratio,1.552,1.632,1.668,1.927,1.769,EIX
Price to sales ratio,1.408,1.740,1.726,2.077,1.462,EIX
Price earnings ratio,29.417,28.038,26.902,18.249,-61.282,EIX
Price to free cash flows ratio,-9.461,-4.721,-5.551,-4.946,-13.894,EIX
Price to operating cash flows ratio,7.537,2.358 K,18.553,-83.516,5.825,EIX
Price cash flow ratio,7.537,2.358 K,18.553,-83.516,5.825,EIX
Price earnings to growth ratio,-1.509,27.757,-0.565,0.036,0.399,EIX
Price sales ratio,1.408,1.740,1.726,2.077,1.462,EIX
Dividend yield,0.047,0.039,0.040,0.032,0.043,EIX
Enterprise value multiple,12.502,13.529,14.622,11.418,20.694,EIX
Price fair value,1.552,1.632,1.668,1.927,1.769,EIX
