,2022,2021,2020,2019,2018,ticker
Current ratio,0.959,1.516,1.361,0.878,1.419,PXD
Quick ratio,0.829,1.406,1.188,0.745,1.244,PXD
Cash ratio,0.266,0.945,0.757,0.253,0.454,PXD
Days of sales outstanding,30.192,34.417,36.323,39.327,31.951,PXD
Days of inventory outstanding,11.336,12.271,13.196,10.172,13.377,PXD
Operating cycle,41.528,46.687,49.519,49.499,45.328,PXD
Days of payables outstanding,70.503,85.098,60.676,70.013,89.771,PXD
Cash conversion cycle,-28.975,-38.410,-11.157,-20.514,-44.443,PXD
Gross profit margin,0.440,0.386,0.118,0.239,0.296,PXD
Operating profit margin,0.425,0.359,0.029,0.160,0.192,PXD
Pretax profit margin,0.408,0.154,-0.037,0.102,0.133,PXD
Net profit margin,0.322,0.119,-0.028,0.078,0.104,PXD
Effective tax rate,0.212,0.229,0.234,0.234,0.221,PXD
Return on assets,1.315,0.058,-0.010,0.040,0.055,PXD
Return on equity,0.348,0.093,-0.017,0.062,0.081,PXD
Return on capital employed,4.981,0.196,0.012,0.094,0.112,PXD
Net income per EBT,0.788,0.771,0.766,0.766,0.782,PXD
Ebt per ebit,0.960,0.428,-1.261,0.636,0.693,PXD
Ebit per revenue,0.425,0.359,0.029,0.160,0.192,PXD
Debt ratio,-2.778,0.380,0.398,0.364,0.324,PXD
Debt equity ratio,0.218,0.319,0.303,0.214,0.189,PXD
Long term debt to capitalization,0.155,0.233,0.220,0.142,0.159,PXD
Total debt to capitalization,0.179,0.242,0.233,0.176,0.159,PXD
Interest coverage,75.080,42.497,1.056,12.818,14.102,PXD
Cash flow to debt ratio,2.314,0.830,0.593,1.200,1.419,PXD
Company equity multiplier,0.265,1.612,1.662,1.573,1.478,PXD
Receivables turnover,12.089,10.605,10.049,9.281,11.424,PXD
Payables turnover,5.177,4.289,6.016,5.213,4.066,PXD
Inventory turnover,32.198,29.745,27.661,35.883,27.285,PXD
Fixed asset turnover,12.204,0.591,0.433,0.591,0.632,PXD
Asset turnover,4.086,0.485,0.365,0.507,0.524,PXD
Operating cash flow per share,47.283,26.004,12.624,18.653,18.959,PXD
Free cash flow per share,30.479,12.403,2.915,0.760,-1.626,PXD
Cash per share,5.017,17.339,9.485,4.898,8.421,PXD
Payout ratio,0.799,0.753,-1.730,0.168,0.056,PXD
Operating cash flow sales ratio,0.465,0.339,0.297,0.322,0.346,PXD
Free cash flow operating cash flow ratio,0.645,0.477,0.231,0.041,-0.086,PXD
Cash flow coverage ratios,2.314,0.830,0.593,1.200,1.419,PXD
Short term coverage ratios,14.567,16.600,8.679,5.316,0,PXD
Capital expenditure coverage ratio,-2.814,-1.912,-1.300,-1.043,-0.921,PXD
Dividend paid and capex coverage ratio,5.075,-3.847,-1.658,-1.089,-0.936,PXD
Dividend payout ratio,0.799,0.753,-1.730,0.168,0.056,PXD
Price book value ratio,2.432,1.856,1.624,2.086,1.857,PXD
Price to book ratio,2.432,1.856,1.624,2.086,1.857,PXD
Price to sales ratio,2.248,2.371,2.675,2.614,2.398,PXD
Price earnings ratio,6.987,20.009,-93.959,33.438,22.996,PXD
Price to free cash flows ratio,7.493,14.664,39.068,199.046,-80.899,PXD
Price to operating cash flows ratio,4.830,6.994,9.022,8.115,6.937,PXD
Price cash flow ratio,4.830,6.994,9.022,8.115,6.937,PXD
Price earnings to growth ratio,0.027,0.024,0.744,-1.720,1.315,PXD
Price sales ratio,2.248,2.371,2.675,2.614,2.398,PXD
Dividend yield,0.114,0.038,0.018,0.005,0.002,PXD
Enterprise value multiple,4.552,5.140,11.300,8.352,7.581,PXD
Price fair value,2.432,1.856,1.624,2.086,1.857,PXD
