,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),PXD,1032.0,3847.0,1442.0,631.0
Other short-term investments(figures in $M),PXD,172.0,193.0,123.0,187.0
Total cash(figures in $M),PXD,1204.0,4040.0,1565.0,818.0
Net receivables(figures in $M),PXD,1853.0,1685.0,695.0,1035.0
Inventory(figures in $M),PXD,424.0,369.0,224.0,205.0
Other current assets(figures in $M),PXD,81.0,42.0,43.0,20.0
Total current assets(figures in $M),PXD,3726.0,6173.0,2595.0,2191.0
"Gross property, plant and equipment(figures in $M)",PXD,46471.0,42559.0,26291.0,24940.0
Accumulated depreciation(figures in $M),PXD,-14843.0,-12335.0,-10071.0,-8583.0
"Net property, plant and equipment(figures in $M)",PXD,31628.0,30224.0,16220.0,16357.0
Equity and other investments(figures in $M),PXD,0.0,0.0,0.0,0.0
Goodwill(figures in $M),PXD,243.0,243.0,261.0,261.0
Other long-term assets(figures in $M),PXD,143.0,171.0,150.0,258.0
Total non-current assets(figures in $M),PXD,32014.0,30638.0,16634.0,16876.0
Total assets(figures in $M),PXD,35740.0,36811.0,19229.0,19067.0
Current debt(figures in $M),PXD,779.0,244.0,140.0,450.0
Accounts payable(figures in $M),PXD,2637.0,2559.0,1030.0,1411.0
Taxes payable(figures in $M),PXD,63.0,45.0,4.0,3.0
Accrued liabilities(figures in $M),PXD,33.0,53.0,35.0,53.0
Other current liabilities(figures in $M),PXD,250.0,1051.0,597.0,443.0
Total current liabilities(figures in $M),PXD,3887.0,4073.0,1906.0,2496.0
Long-term debt(figures in $M),PXD,4125.0,6688.0,3160.0,1839.0
Deferred tax liabilities(figures in $M),PXD,3867.0,2038.0,1366.0,1389.0
Other long-term liabilities(figures in $M),PXD,988.0,907.0,1052.0,1046.0
Total non-current liabilities(figures in $M),PXD,9312.0,9901.0,5754.0,4452.0
Total liabilities(figures in $M),PXD,13199.0,13974.0,7660.0,6948.0
Common stock(figures in $M),PXD,2.0,2.0,2.0,2.0
Retained earnings(figures in $M),PXD,5685.0,3960.0,3478.0,4025.0
Total stockholders' equity(figures in $M),PXD,22541.0,22837.0,11569.0,12119.0
Total liabilities and stockholders' equity(figures in $M),PXD,35740.0,36811.0,19229.0,19067.0
