,ticker,2023-01-31,2022-01-31,2021-01-31,2020-01-31
Cash and cash equivalents(figures in $M),CRM,7016.0,5464.0,6195.0,4145.0
Other short-term investments(figures in $M),CRM,5492.0,5073.0,5771.0,3802.0
Total cash(figures in $M),CRM,12508.0,10537.0,11966.0,7947.0
Net receivables(figures in $M),CRM,10755.0,9739.0,7786.0,6174.0
Other current assets(figures in $M),CRM,1356.0,1120.0,991.0,916.0
Total current assets(figures in $M),CRM,26395.0,22850.0,21889.0,15963.0
"Gross property, plant and equipment(figures in $M)",CRM,6592.0,5695.0,5663.0,5415.0
Accumulated depreciation(figures in $M),CRM,-2702.0,-2401.0,-1955.0,-1801.0
"Net property, plant and equipment(figures in $M)",CRM,6592.0,5695.0,5663.0,5415.0
Equity and other investments(figures in $M),CRM,4672.0,4784.0,3909.0,1963.0
Goodwill(figures in $M),CRM,48568.0,47937.0,26318.0,25134.0
Intangible assets(figures in $M),CRM,7125.0,8978.0,4114.0,5303.0
Other long-term assets(figures in $M),CRM,0.0,0.0,0.0,1348.0
Total non-current assets(figures in $M),CRM,72454.0,72359.0,44412.0,39163.0
Total assets(figures in $M),CRM,98849.0,95209.0,66301.0,55126.0
Current debt(figures in $M),CRM,1182.0,0.0,0.0,0.0
Accounts payable(figures in $M),CRM,0.0,0.0,4355.0,3433.0
Deferred revenues(figures in $M),CRM,17376.0,15628.0,12607.0,10662.0
Total current liabilities(figures in $M),CRM,25891.0,21788.0,17728.0,14845.0
Long-term debt(figures in $M),CRM,9419.0,10592.0,2673.0,2673.0
Other long-term liabilities(figures in $M),CRM,2283.0,1995.0,1565.0,1278.0
Total non-current liabilities(figures in $M),CRM,14599.0,15290.0,7080.0,6396.0
Total liabilities(figures in $M),CRM,40490.0,37078.0,24808.0,21241.0
Common stock(figures in $M),CRM,1.0,1.0,1.0,1.0
Retained earnings(figures in $M),CRM,7585.0,7377.0,5933.0,1861.0
Accumulated other comprehensive income(figures in $M),CRM,-274.0,-166.0,-42.0,-93.0
Total stockholders' equity(figures in $M),CRM,58359.0,58131.0,41493.0,33885.0
Total liabilities and stockholders' equity(figures in $M),CRM,98849.0,95209.0,66301.0,55126.0
