,2023,2022,2021,2020,2019,ticker
Current ratio,1.019,1.049,1.235,1.075,0.949,CRM
Quick ratio,0.898,0.931,1.114,0.951,0.823,CRM
Cash ratio,0.271,0.251,0.349,0.279,0.237,CRM
Days of sales outstanding,125.210,134.181,133.723,131.800,135.315,CRM
Days of inventory outstanding,0,0,0,0,0,CRM
Operating cycle,125.210,134.181,133.723,131.800,135.315,CRM
Days of payables outstanding,0,0,292.309,295.878,17.451,CRM
Cash conversion cycle,125.210,134.181,-158.585,-164.079,117.864,CRM
Gross profit margin,0.733,0.735,0.744,0.752,0.740,CRM
Operating profit margin,0.093,-0.025,-0.081,0.012,0.040,CRM
Pretax profit margin,0.021,0.058,0.121,0.041,0.074,CRM
Net profit margin,0.007,0.055,0.192,0.007,0.084,CRM
Effective tax rate,0.685,0.057,-0.590,0.822,-0.129,CRM
Return on assets,0.002,0.015,0.061,0.002,0.036,CRM
Return on equity,0.004,0.025,0.098,0.004,0.071,CRM
Return on capital employed,0.040,-0.009,-0.035,0.005,0.027,CRM
Net income per EBT,0.315,0.943,1.590,0.178,1.129,CRM
Ebt per ebit,0.226,-2.311,-1.493,3.495,1.837,CRM
Ebit per revenue,0.093,-0.025,-0.081,0.012,0.040,CRM
Debt ratio,0.410,0.389,0.374,0.385,0.492,CRM
Debt equity ratio,0.241,0.241,0.151,0.173,0.204,CRM
Long term debt to capitalization,0.174,0.186,0.117,0.131,0.169,CRM
Total debt to capitalization,0.194,0.194,0.131,0.148,0.169,CRM
Interest coverage,1.291,0.302,0.401,-0.401,3.474,CRM
Cash flow to debt ratio,0.505,0.429,0.764,0.738,1.070,CRM
Company equity multiplier,1.694,1.638,1.598,1.627,1.970,CRM
Receivables turnover,2.915,2.720,2.730,2.769,2.697,CRM
Payables turnover,0,0,1.249,1.234,20.915,CRM
Inventory turnover,0,0,0,0,0,CRM
Fixed asset turnover,4.756,4.652,3.753,3.158,6.476,CRM
Asset turnover,0.317,0.278,0.321,0.310,0.432,CRM
Operating cash flow per share,7.168,6.283,5.287,5.224,4.525,CRM
Free cash flow per share,6.364,5.532,4.506,4.449,3.732,CRM
Cash per share,12.609,11.034,13.178,9.586,5.782,CRM
Payout ratio,0,0,0,0,0,CRM
Operating cash flow sales ratio,0.227,0.226,0.226,0.253,0.256,CRM
Free cash flow operating cash flow ratio,0.888,0.880,0.852,0.852,0.825,CRM
Cash flow coverage ratios,0.505,0.429,0.764,0.738,1.070,CRM
Short term coverage ratios,4.013,8.746,6.268,5.775,1.133 K,CRM
Capital expenditure coverage ratio,-8.911,-8.368,-6.762,-6.736,-5.711,CRM
Dividend paid and capex coverage ratio,-8.911,-8.368,-6.762,-6.736,-5.711,CRM
Dividend payout ratio,0,0,0,0,0,CRM
Price book value ratio,2.855,3.822,4.999,4.460,7.314,CRM
Price to book ratio,2.855,3.822,4.999,4.460,7.314,CRM
Price to sales ratio,5.315,8.386,9.761,8.839,8.593,CRM
Price earnings ratio,801.088,153.852,50.943,1.199 K,102.819,CRM
Price to free cash flows ratio,26.394,42.052,50.707,40.980,40.717,CRM
Price to operating cash flows ratio,23.432,37.027,43.208,34.896,33.587,CRM
Price cash flow ratio,23.432,37.027,43.208,34.896,33.587,CRM
Price earnings to growth ratio,-9.305,-2.321,0.018,-13.348,0.142,CRM
Price sales ratio,5.315,8.386,9.761,8.839,8.593,CRM
Dividend yield,0,0,0,0,0,CRM
Enterprise value multiple,25.883,87.544,183.490,65.408,54.615,CRM
Price fair value,2.855,3.822,4.999,4.460,7.314,CRM
