,ticker,ttm,2023-01-31,2022-01-31,2021-01-31,2020-01-31
Total revenue(figures in $M),CRM,31352.0,31352.0,26492.0,21252.0,17098.0
Cost of revenue(figures in $M),CRM,8360.0,8360.0,7026.0,5438.0,4235.0
Gross profit(figures in $M),CRM,22992.0,22992.0,19466.0,15814.0,12863.0
Research development(figures in $M),CRM,5055.0,5055.0,4465.0,3598.0,2766.0
Selling general and administrative(figures in $M),CRM,16079.0,16079.0,14453.0,11761.0,9634.0
Total operating expenses(figures in $M),CRM,21134.0,21134.0,18918.0,15359.0,12400.0
Operating income or loss(figures in $M),CRM,1858.0,1858.0,548.0,455.0,463.0
Total other income/expenses net(figures in $M),CRM,-1198.0,-1198.0,984.0,2106.0,243.0
Income before tax(figures in $M),CRM,660.0,660.0,1532.0,2561.0,706.0
Income tax expense(figures in $M),CRM,452.0,452.0,88.0,-1511.0,580.0
Income from continuing operations(figures in $M),CRM,208.0,208.0,1444.0,4072.0,126.0
Net income(figures in $M),CRM,208.0,208.0,1444.0,4072.0,126.0
Net income available to common shareholders(figures in $M),CRM,208.0,208.0,1444.0,4072.0,126.0
Basic EPS(figures in $M),CRM,,2.1e-07,1.51e-06,4.48e-06,1.5e-07
Diluted EPS(figures in $M),CRM,,2.1e-07,1.48e-06,4.3799999999999996e-06,1.5e-07
Basic average shares(figures in $M),CRM,,992.0,955.0,908.0,829.0
Diluted average shares(figures in $M),CRM,,997.0,974.0,930.0,850.0
EBITDA(figures in $M),CRM,,5644.0,3846.0,3301.0,2598.0
