,2022,2021,2020,2019,2018,ticker
Current ratio,0.131,0.956,1.359,1.921,1.344,PLD
Quick ratio,0.149,0.557,0.608,1.183,0.597,PLD
Cash ratio,0.045,0.269,0.372,0.968,0.352,PLD
Days of sales outstanding,38.973,45.496,31.279,26.528,31.174,PLD
Days of inventory outstanding,0,0,0,0,0,PLD
Operating cycle,38.973,45.496,31.279,26.528,31.174,PLD
Days of payables outstanding,414.048,366.251,356.661,280.009,366.362,PLD
Cash conversion cycle,-375.075,-320.756,-325.383,-253.482,-335.187,PLD
Gross profit margin,0.747,0.738,0.736,0.724,0.730,PLD
Operating profit margin,0.431,0.422,0.380,0.361,0.302,PLD
Pretax profit margin,0.618,0.698,0.394,0.533,0.673,PLD
Net profit margin,0.563,0.618,0.334,0.472,0.588,PLD
Effective tax rate,-0.037,0.052,0.075,0.042,0.034,PLD
Return on assets,0.038,0.050,0.026,0.039,0.043,PLD
Return on equity,0.063,0.088,0.046,0.069,0.074,PLD
Return on capital employed,0.031,0.036,0.031,0.031,0.023,PLD
Net income per EBT,0.912,0.885,0.848,0.885,0.874,PLD
Ebt per ebit,1.434,1.656,1.036,1.477,2.227,PLD
Ebit per revenue,0.431,0.422,0.380,0.361,0.302,PLD
Debt ratio,0.342,0.355,0.352,0.349,0.328,PLD
Debt equity ratio,0.477,0.543,0.542,0.546,0.497,PLD
Long term debt to capitalization,0.310,0.346,0.349,0.350,0.331,PLD
Total debt to capitalization,0.323,0.352,0.352,0.353,0.332,PLD
Interest coverage,8.818,8.023,5.620,5.308,3.923,PLD
Cash flow to debt ratio,0.162,0.165,0.169,0.183,0.163,PLD
Company equity multiplier,1.651,1.750,1.754,1.767,1.723,PLD
Receivables turnover,9.365,8.023,11.669,13.759,11.708,PLD
Payables turnover,0.882,0.997,1.023,1.304,0.996,PLD
Inventory turnover,0,0,0,0,0,PLD
Fixed asset turnover,6.984,8.243,7.271,5.609,24.993,PLD
Asset turnover,0.068,0.081,0.079,0.083,0.073,PLD
Operating cash flow per share,5.252,4.052,4.033,3.590,3.179,PLD
Free cash flow per share,5.252,4.052,4.033,3.590,3.179,PLD
Cash per share,0.354,0.752,0.821,1.727,0.606,PLD
Payout ratio,0.764,0.637,1.163,0.855,0.681,PLD
Operating cash flow sales ratio,0.691,0.629,0.662,0.680,0.643,PLD
Free cash flow operating cash flow ratio,1,1,1,1,1,PLD
Cash flow coverage ratios,0.162,0.165,0.169,0.183,0.163,PLD
Short term coverage ratios,2.682,6.097,17.096,12.288,35.714,PLD
Capital expenditure coverage ratio,0,0,0,0,0,PLD
Dividend paid and capex coverage ratio,1.605,1.600,1.705,1.682,1.605,PLD
Dividend payout ratio,0.764,0.637,1.163,0.855,0.681,PLD
Price book value ratio,1.664,3.724,2.270,2.481,1.494,PLD
Price to book ratio,1.664,3.724,2.270,2.481,1.494,PLD
Price to sales ratio,14.827,26.154,16.353,16.877,11.880,PLD
Price earnings ratio,26.322,42.344,48.984,35.735,20.199,PLD
Price to free cash flows ratio,21.464,41.548,24.714,24.827,18.472,PLD
Price to operating cash flows ratio,21.464,41.548,24.714,24.827,18.472,PLD
Price cash flow ratio,21.464,41.548,24.714,24.827,18.472,PLD
Price earnings to growth ratio,3.371,0.439,-2.641,-2.418,-3.001,PLD
Price sales ratio,14.827,26.154,16.353,16.877,11.880,PLD
Dividend yield,0.029,0.015,0.024,0.024,0.034,PLD
Enterprise value multiple,25.568,39.641,27.504,28.810,15.322,PLD
Price fair value,1.664,3.724,2.270,2.481,1.494,PLD
