,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),PLD,5973.692,5973.692,4759.44,4438.735,3330.621
Cost of revenue(figures in $M),PLD,1509.094,1509.094,1248.487,1170.104,918.927
Gross profit(figures in $M),PLD,4464.598,4464.598,3510.953,3268.631,2411.694
Selling general and administrative(figures in $M),PLD,331.083,331.083,293.167,274.845,266.718
Total operating expenses(figures in $M),PLD,2184.196,2184.196,1893.544,1866.824,1419.746
Operating income or loss(figures in $M),PLD,2280.402,2280.402,1617.409,1401.807,991.948
Interest expense(figures in $M),PLD,291.903,291.903,250.094,299.907,226.66
Total other income/expenses net(figures in $M),PLD,1719.445,1719.445,1970.796,658.744,1000.155
Income before tax(figures in $M),PLD,3690.81,3690.81,3322.848,1747.088,1776.363
Income tax expense(figures in $M),PLD,135.412,-135.402,174.258,130.458,74.517
Income from continuing operations(figures in $M),PLD,3555.398,3555.398,3148.59,1616.63,1701.846
Net income(figures in $M),PLD,3364.856,3364.856,2939.723,1481.814,1572.959
Net income available to common shareholders(figures in $M),PLD,3358.796,3358.796,2933.571,1473.122,1566.95
Basic EPS(figures in $M),PLD,,4.2800000000000005e-06,3.97e-06,2.02e-06,2.48e-06
Diluted EPS(figures in $M),PLD,,4.25e-06,3.9399999999999995e-06,2.01e-06,2.46e-06
Basic average shares(figures in $M),PLD,,785.675,739.363,728.323,630.58
Diluted average shares(figures in $M),PLD,,811.608,764.762,754.414,654.903
EBITDA(figures in $M),PLD,,5795.49,5150.884,3608.964,3142.902
