,ticker,ttm,2023-01-31,2022-01-31,2021-01-31,2020-01-31
Total revenue(figures in $M),GME,5927.2,5927.2,6010.7,5089.8,6466.0
Cost of revenue(figures in $M),GME,4555.1,4555.1,4662.9,3830.3,4557.3
Gross profit(figures in $M),GME,1372.1,1372.1,1347.8,1259.5,1908.7
Selling general and administrative(figures in $M),GME,1681.0,1681.0,1709.6,1514.2,1922.7
Total operating expenses(figures in $M),GME,1681.0,1681.0,1709.6,1514.2,1922.7
Operating income or loss(figures in $M),GME,-308.9,-308.9,-361.8,-254.7,-14.0
Interest expense(figures in $M),GME,,,26.9,34.0,38.5
Total other income/expenses net(figures in $M),GME,-2.7,-2.7,-6.7,16.9,-385.6
Income before tax(figures in $M),GME,-302.1,-302.1,-395.4,-269.9,-426.8
Income tax expense(figures in $M),GME,11.0,11.0,-14.1,-55.3,37.6
Income from continuing operations(figures in $M),GME,-313.1,-313.1,-381.3,-214.6,-464.4
Net income(figures in $M),GME,-313.1,-313.1,-381.3,-215.3,-470.9
Net income available to common shareholders(figures in $M),GME,-313.1,-313.1,-381.3,-215.3,-470.9
Basic EPS(figures in $M),GME,,-1.03e-06,-1.31e-06,-8.3e-07,-1.34e-06
Diluted EPS(figures in $M),GME,,-1.03e-06,-1.31e-06,-8.3e-07,-1.34e-06
Basic average shares(figures in $M),GME,,304.2,290.4,260.0,350.0
Diluted average shares(figures in $M),GME,,304.2,290.4,260.0,350.0
EBITDA(figures in $M),GME,,-247.2,-284.6,-174.0,82.2
