,2022,2021,2020,2019,2018,ticker
Current ratio,2.405,2.430,2.545,3.219,2.094,AKAM
Quick ratio,2.179,2.219,2.319,3.013,1.959,AKAM
Cash ratio,0.662,0.679,0.465,0.784,0.856,AKAM
Days of sales outstanding,68.547,71.279,75.331,69.622,64.528,AKAM
Days of inventory outstanding,0,0,0,0,0,AKAM
Operating cycle,68.547,71.279,75.331,69.622,64.528,AKAM
Days of payables outstanding,38.356,31.619,38.201,51.351,37.932,AKAM
Cash conversion cycle,30.190,39.660,37.130,18.271,26.596,AKAM
Gross profit margin,0.617,0.633,0.646,0.659,0.649,AKAM
Operating profit margin,0.187,0.226,0.206,0.190,0.134,AKAM
Pretax profit margin,0.182,0.210,0.193,0.184,0.126,AKAM
Net profit margin,0.145,0.188,0.174,0.165,0.110,AKAM
Effective tax rate,0.193,0.086,0.075,0.100,0.130,AKAM
Return on assets,0.063,0.080,0.072,0.068,0.055,AKAM
Return on equity,0.120,0.144,0.131,0.131,0.093,AKAM
Return on capital employed,0.090,0.107,0.094,0.087,0.085,AKAM
Net income per EBT,0.796,0.895,0.904,0.898,0.870,AKAM
Ebt per ebit,0.973,0.930,0.936,0.970,0.946,AKAM
Ebit per revenue,0.187,0.226,0.206,0.190,0.134,AKAM
Debt ratio,0.475,0.443,0.452,0.478,0.416,AKAM
Debt equity ratio,0.728,0.631,0.653,0.730,0.489,AKAM
Long term debt to capitalization,0.406,0.372,0.381,0.409,0.215,AKAM
Total debt to capitalization,0.421,0.387,0.395,0.422,0.328,AKAM
Interest coverage,60.948,10.827,9.527,11.120,8.391,AKAM
Cash flow to debt ratio,0.402,0.491,0.438,0.396,0.646,AKAM
Company equity multiplier,1.904,1.797,1.826,1.916,1.711,AKAM
Receivables turnover,5.325,5.121,4.845,5.243,5.656,AKAM
Payables turnover,9.516,11.544,9.555,7.108,9.623,AKAM
Inventory turnover,0,0,0,0,0,AKAM
Fixed asset turnover,1.537,1.473,1.408,1.515,2.981,AKAM
Asset turnover,0.436,0.425,0.412,0.413,0.497,AKAM
Operating cash flow per share,8.012,8.635,7.477,6.504,6.027,AKAM
Free cash flow per share,5.132,5.283,2.973,3.050,3.602,AKAM
Cash per share,6.948,6.628,6.758,9.446,11.309,AKAM
Payout ratio,0,0,0,0,0,AKAM
Operating cash flow sales ratio,0.352,0.406,0.380,0.366,0.371,AKAM
Free cash flow operating cash flow ratio,0.640,0.612,0.398,0.469,0.598,AKAM
Cash flow coverage ratios,0.402,0.491,0.438,0.396,0.646,AKAM
Short term coverage ratios,6.500,7.995,7.849,7.588,1.469,AKAM
Capital expenditure coverage ratio,-2.781,-2.576,-1.660,-1.883,-2.485,AKAM
Dividend paid and capex coverage ratio,-2.781,-2.576,-1.660,-1.883,-2.485,AKAM
Dividend payout ratio,0,0,0,0,0,AKAM
Price book value ratio,3.076,4.203,4.013,3.842,3.202,AKAM
Price to book ratio,3.076,4.203,4.013,3.842,3.202,AKAM
Price to sales ratio,3.708,5.500,5.334,4.857,3.765,AKAM
Price earnings ratio,25.610,29.216,30.625,29.401,34.250,AKAM
Price to free cash flows ratio,16.428,22.155,35.311,28.323,16.959,AKAM
Price to operating cash flows ratio,10.521,13.555,14.041,13.280,10.135,AKAM
Price cash flow ratio,10.521,13.555,14.041,13.280,10.135,AKAM
Price earnings to growth ratio,-1.426,1.728,1.838,0.451,0.853,AKAM
Price sales ratio,3.708,5.500,5.334,4.857,3.765,AKAM
Dividend yield,0,0,0,0,0,AKAM
Enterprise value multiple,12.394,15.532,16.146,15.388,13.089,AKAM
Price fair value,3.076,4.203,4.013,3.842,3.202,AKAM
