,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),SNA,4492.8,4492.8,4252.0,3592.5,3730.0
Cost of revenue(figures in $M),SNA,2311.7,2311.7,2141.2,1844.0,1886.0
Gross profit(figures in $M),SNA,2181.1,2181.1,2110.8,1748.5,1844.0
Total operating expenses(figures in $M),SNA,973.9,973.9,987.3,868.0,881.7
Operating income or loss(figures in $M),SNA,1207.2,1207.2,1123.5,880.5,962.3
Interest expense(figures in $M),SNA,47.1,47.1,53.1,54.0,49.0
Total other income/expenses net(figures in $M),SNA,29.5,42.5,16.5,8.7,8.8
Income before tax(figures in $M),SNA,1202.6,1202.6,1086.9,835.2,922.1
Income tax expense(figures in $M),SNA,268.7,268.7,247.0,189.1,211.8
Income from continuing operations(figures in $M),SNA,933.9,933.9,841.4,646.4,711.2
Net income(figures in $M),SNA,911.7,911.7,820.5,627.0,693.5
Net income available to common shareholders(figures in $M),SNA,911.7,911.7,820.5,627.0,693.5
Basic EPS(figures in $M),SNA,,1.7140000000000002e-05,1.522e-05,1.1550000000000001e-05,1.259e-05
Diluted EPS(figures in $M),SNA,,1.682e-05,1.492e-05,1.1439999999999999e-05,1.241e-05
Basic average shares(figures in $M),SNA,,53.2,53.9,54.3,55.1
Diluted average shares(figures in $M),SNA,,54.2,55.0,54.8,55.9
EBITDA(figures in $M),SNA,,1349.9,1244.8,985.9,1063.5
