,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),CHRW,24696.625,24696.625,23102.138,16207.106,15309.508
Cost of revenue(figures in $M),CHRW,22826.428,22826.428,21493.659,15037.716,14021.726
Gross profit(figures in $M),CHRW,1870.197,1870.197,1608.479,1169.39,1287.782
Selling general and administrative(figures in $M),CHRW,603.415,603.415,526.371,496.122,497.806
Total operating expenses(figures in $M),CHRW,603.415,603.415,526.371,496.122,497.806
Operating income or loss(figures in $M),CHRW,1266.782,1266.782,1082.108,673.268,789.976
Interest expense(figures in $M),CHRW,100.017,100.017,59.817,44.937,47.719
Income before tax(figures in $M),CHRW,1166.765,1166.765,1022.291,628.331,742.257
Income tax expense(figures in $M),CHRW,226.241,226.241,178.046,121.91,165.289
Income from continuing operations(figures in $M),CHRW,940.524,940.524,844.245,506.421,576.968
Net income(figures in $M),CHRW,940.524,940.524,844.245,506.421,576.968
Net income available to common shareholders(figures in $M),CHRW,940.524,940.524,844.245,506.421,576.968
Basic EPS(figures in $M),CHRW,,,6.37e-06,3.74e-06,4.21e-06
Diluted EPS(figures in $M),CHRW,,,6.31e-06,3.7200000000000004e-06,4.1900000000000005e-06
Basic average shares(figures in $M),CHRW,,,132.482,135.532,136.955
Diluted average shares(figures in $M),CHRW,,,133.834,136.173,137.735
EBITDA(figures in $M),CHRW,,1359.558,1173.367,774.995,890.425
