,2022,2021,2020,2019,2018,ticker
Current ratio,0.994,1.069,1.048,1.053,1.054,ADP
Quick ratio,0.084,0.139,0.144,0.135,0.137,ADP
Cash ratio,0.026,0.068,0.063,0.060,0.071,ADP
Days of sales outstanding,72.120,68.264,63.446,65.403,54.348,ADP
Days of inventory outstanding,0,0,0,0,0,ADP
Operating cycle,72.120,68.264,63.446,65.403,54.348,ADP
Days of payables outstanding,4.251,5.961,4.408,5.665,6.302,ADP
Cash conversion cycle,67.869,62.304,59.038,59.738,48.047,ADP
Gross profit margin,0.410,0.408,0.399,0.406,0.411,ADP
Operating profit margin,0.243,0.234,0.235,0.230,0.153,ADP
Pretax profit margin,0.237,0.230,0.227,0.221,0.163,ADP
Net profit margin,0.184,0.178,0.176,0.168,0.122,ADP
Effective tax rate,0.225,0.227,0.225,0.237,0.253,ADP
Return on assets,0.047,0.053,0.063,0.055,0.044,ADP
Return on equity,0.914,0.458,0.429,0.425,0.468,ADP
Return on capital employed,0.494,0.320,0.365,0.338,0.306,ADP
Net income per EBT,0.775,0.773,0.775,0.763,0.747,ADP
Ebt per ebit,0.974,0.983,0.964,0.961,1.062,ADP
Ebit per revenue,0.243,0.234,0.235,0.230,0.153,ADP
Debt ratio,0.949,0.884,0.853,0.871,0.907,ADP
Debt equity ratio,1.083,0.591,0.411,0.419,0.579,ADP
Long term debt to capitalization,0.510,0.370,0.190,0.270,0.367,ADP
Total debt to capitalization,0.520,0.372,0.291,0.295,0.367,ADP
Interest coverage,47.691,57.281,30.819,24.085,19.914,ADP
Cash flow to debt ratio,0.887,0.923,1.281,1.187,1.256,ADP
Company equity multiplier,19.554,8.602,6.809,7.757,10.721,ADP
Receivables turnover,5.061,5.347,5.753,5.581,6.716,ADP
Payables turnover,85.861,61.235,82.795,64.435,57.922,ADP
Inventory turnover,0,0,0,0,0,ADP
Fixed asset turnover,14.541,12.717,11.727,17.814,16.804,ADP
Asset turnover,0.254,0.299,0.359,0.325,0.359,ADP
Operating cash flow per share,7.401,7.256,7.025,6.180,5.709,ADP
Free cash flow per share,6.080,6.069,5.594,4.878,4.640,ADP
Cash per share,3.430,6.041,4.430,4.481,4.925,ADP
Payout ratio,0.563,0.606,0.596,0.564,0.656,ADP
Operating cash flow sales ratio,0.193,0.212,0.215,0.197,0.189,ADP
Free cash flow operating cash flow ratio,0.821,0.836,0.796,0.789,0.813,ADP
Cash flow coverage ratios,0.887,0.923,1.281,1.187,1.256,ADP
Short term coverage ratios,22.724,131.630,2.980,10.261,0,ADP
Capital expenditure coverage ratio,-5.601,-6.114,-4.909,-4.745,-5.342,ADP
Dividend paid and capex coverage ratio,2.803,2.892,3.543,3.700,4.242,ADP
Dividend payout ratio,0.563,0.606,0.596,0.564,0.656,ADP
Price book value ratio,27.273,14.933,11.151,13.404,17.084,ADP
Price to book ratio,27.273,14.933,11.151,13.404,17.084,ADP
Price to sales ratio,5.482,5.806,4.567,5.317,4.435,ADP
Price earnings ratio,29.830,32.585,26.005,31.568,36.465,ADP
Price to free cash flows ratio,34.549,32.725,26.617,34.112,28.909,ADP
Price to operating cash flows ratio,28.380,27.373,21.195,26.924,23.498,ADP
Price cash flow ratio,28.380,27.373,21.195,26.924,23.498,ADP
Price earnings to growth ratio,1.936,5.046,2.979,0.731,-7.427,ADP
Price sales ratio,5.482,5.806,4.567,5.317,4.435,ADP
Dividend yield,0.019,0.019,0.023,0.018,0.018,ADP
Enterprise value multiple,20.363,21.740,17.086,20.549,22.228,ADP
Price fair value,27.273,14.933,11.151,13.404,17.084,ADP
