,2022,2021,2020,2019,2018,ticker
Current ratio,1.562,1.737,1.619,1.647,1.586,BWA
Quick ratio,1.100,1.248,1.199,1.182,1.137,BWA
Cash ratio,0.316,0.485,0.433,0.357,0.308,BWA
Days of sales outstanding,76.761,71.288,104.814,68.958,68.892,BWA
Days of inventory outstanding,48.485,46.725,56.861,36.514,34.336,BWA
Operating cycle,125.245,118.013,161.675,105.472,103.227,BWA
Days of payables outstanding,77.139,69.327,103.995,89.451,65.320,BWA
Cash conversion cycle,48.107,48.687,57.680,16.020,37.907,BWA
Gross profit margin,0.196,0.192,0.188,0.207,0.212,BWA
Operating profit margin,0.049,0.043,0.009,0.128,0.113,BWA
Pretax profit margin,0.083,0.053,0.095,0.124,0.114,BWA
Net profit margin,0.060,0.036,0.049,0.073,0.088,BWA
Effective tax rate,0.222,0.190,0.412,0.370,0.177,BWA
Return on assets,0.056,0.032,0.031,0.077,0.092,BWA
Return on equity,0.131,0.077,0.077,0.159,0.220,BWA
Return on capital employed,0.061,0.050,0.007,0.177,0.155,BWA
Net income per EBT,0.716,0.681,0.519,0.590,0.778,BWA
Ebt per ebit,1.688,1.243,11.080,0.971,1.005,BWA
Ebit per revenue,0.049,0.043,0.009,0.128,0.113,BWA
Debt ratio,0.558,0.562,0.579,0.501,0.570,BWA
Debt equity ratio,0.585,0.623,0.586,0.416,0.500,BWA
Long term debt to capitalization,0.366,0.380,0.367,0.262,0.315,BWA
Total debt to capitalization,0.369,0.384,0.370,0.294,0.333,BWA
Interest coverage,15.019,6.828,1.192,23.691,20.271,BWA
Cash flow to debt ratio,0.371,0.302,0.323,0.514,0.533,BWA
Company equity multiplier,2.352,2.386,2.483,2.062,2.389,BWA
Receivables turnover,4.755,5.120,3.482,5.293,5.298,BWA
Payables turnover,4.732,5.265,3.510,4.080,5.588,BWA
Inventory turnover,7.528,7.812,6.419,9.996,10.630,BWA
Fixed asset turnover,3.620,3.376,2.214,3.476,3.626,BWA
Asset turnover,0.930,0.895,0.634,1.048,1.043,BWA
Operating cash flow per share,6.662,5.485,5.746,4.900,5.411,BWA
Free cash flow per share,3.592,2.680,3.394,2.562,2.785,BWA
Cash per share,5.682,7.732,7.746,4.045,3.551,BWA
Payout ratio,0.171,0.302,0.292,0.188,0.152,BWA
Operating cash flow sales ratio,0.099,0.088,0.120,0.099,0.107,BWA
Free cash flow operating cash flow ratio,0.539,0.489,0.591,0.523,0.515,BWA
Cash flow coverage ratios,0.371,0.302,0.323,0.514,0.533,BWA
Short term coverage ratios,25.306,19.788,24.980,3.524,6.527,BWA
Capital expenditure coverage ratio,-2.170,-1.955,-2.443,-2.096,-2.061,BWA
Dividend paid and capex coverage ratio,-2.792,-2.581,-3.448,-2.956,-2.781,BWA
Dividend payout ratio,0.171,0.302,0.292,0.188,0.152,BWA
Price book value ratio,1.312,1.544,1.275,1.896,1.712,BWA
Price to book ratio,1.312,1.544,1.275,1.896,1.712,BWA
Price to sales ratio,0.600,0.723,0.810,0.878,0.687,BWA
Price earnings ratio,10.041,19.984,16.461,11.961,7.771,BWA
Price to free cash flows ratio,11.204,16.820,11.384,16.932,12.473,BWA
Price to operating cash flows ratio,6.041,8.217,6.724,8.852,6.421,BWA
Price cash flow ratio,6.041,8.217,6.724,8.852,6.421,BWA
Price earnings to growth ratio,0.128,-4.696,-0.467,-0.636,0.068,BWA
Price sales ratio,0.600,0.723,0.810,0.878,0.687,BWA
Dividend yield,0.017,0.015,0.018,0.016,0.020,BWA
Enterprise value multiple,8.235,9.394,15.828,5.714,4.814,BWA
Price fair value,1.312,1.544,1.275,1.896,1.712,BWA
