,2022,2021,2020,2019,2018,ticker
Current ratio,21.133,24.362,15.127,6.879,0,MTB
Quick ratio,11.577,24.362,15.127,6.879,0,MTB
Cash ratio,7.448,20.306,11.329,3.593,0,MTB
Days of sales outstanding,522.460,498.601,487.229,415.949,380.537,MTB
Days of inventory outstanding,0,0,0,0,0,MTB
Days of payables outstanding,0,0,0,0,0,MTB
Gross profit margin,1,1,1,1,0,MTB
Operating profit margin,0.378,0.481,0.352,0.532,0,MTB
Pretax profit margin,0.325,0.410,0.297,0.411,0.423,MTB
Net profit margin,0.248,0.310,0.227,0.312,0.324,MTB
Effective tax rate,0.237,0.243,0.235,0.243,0.235,MTB
Return on assets,0.010,0.012,0.009,0.016,0.016,MTB
Return on equity,0.079,0.104,0.084,0.123,0.124,MTB
Return on capital employed,0.015,0.019,0.015,0.028,0,MTB
Net income per EBT,0.763,0.757,0.765,0.757,0.765,MTB
Ebt per ebit,0.860,0.852,0.844,0.773,0,MTB
Ebit per revenue,0.378,0.481,0.352,0.532,0,MTB
Debt ratio,0.874,0.885,0.886,0.869,0.871,MTB
Debt equity ratio,0.297,0.197,0.274,0.448,0.791,MTB
Long term debt to capitalization,0.135,0.163,0.213,0.308,0.342,MTB
Total debt to capitalization,0.229,0.165,0.215,0.310,0.442,MTB
Interest coverage,7.141,25.290,6.421,4.399,0,MTB
Cash flow to debt ratio,0.608,0.769,0.178,0.334,0.171,MTB
Company equity multiplier,7.928,8.664,8.809,7.627,7.768,MTB
Receivables turnover,0.699,0.732,0.749,0.878,0.959,MTB
Payables turnover,0,0,0,0,0,MTB
Inventory turnover,0,0,0,0,0,MTB
Fixed asset turnover,4.864,5.234,5.127,5.427,9.157,MTB
Asset turnover,0.040,0.039,0.042,0.052,0.049,MTB
Operating cash flow per share,28.025,21.100,6.133,17.540,15.088,MTB
Free cash flow per share,26.712,19.940,4.794,16.215,14.383,MTB
Cash per share,181.648,339.274,199.895,70.317,87.356,MTB
Payout ratio,0.442,0.349,0.470,0.321,0.304,MTB
Operating cash flow sales ratio,0.569,0.453,0.133,0.381,0.353,MTB
Free cash flow operating cash flow ratio,0.953,0.945,0.782,0.924,0.953,MTB
Cash flow coverage ratios,0.608,0.769,0.178,0.334,0.171,MTB
Short term coverage ratios,1.287,57.709,13.268,37.804,0.498,MTB
Capital expenditure coverage ratio,-21.334,-18.195,-4.581,-13.241,-21.396,MTB
Dividend paid and capex coverage ratio,6.861,5.438,1.701,5.339,4.307,MTB
Dividend payout ratio,0.442,0.349,0.470,0.321,0.304,MTB
Price book value ratio,0.935,1.104,1.012,1.452,1.282,MTB
Price to book ratio,0.935,1.104,1.012,1.452,1.282,MTB
Price to sales ratio,2.944,3.298,2.751,3.685,3.344,MTB
Price earnings ratio,11.886,10.632,12.106,11.827,10.336,MTB
Price to free cash flows ratio,5.431,7.702,26.554,10.469,9.951,MTB
Price to operating cash flows ratio,5.176,7.279,20.757,9.678,9.486,MTB
Price cash flow ratio,5.176,7.279,20.757,9.678,9.486,MTB
Price earnings to growth ratio,-0.739,0.273,-0.436,1.493,0.224,MTB
Price sales ratio,2.944,3.298,2.751,3.685,3.344,MTB
Dividend yield,0.037,0.033,0.039,0.027,0.029,MTB
Enterprise value multiple,1.526,-6.883,-2.082,6.406,6.955,MTB
Price fair value,0.935,1.104,1.012,1.452,1.282,MTB
