,2022,2021,2020,2019,2018,ticker
Current ratio,2.370,2.804,2.577,2.687,2.232,IR
Quick ratio,1.634,2.084,1.813,1.679,1.252,IR
Cash ratio,0.964,1.437,1.168,0.880,0.371,IR
Days of sales outstanding,69.221,67.200,71.852,68.344,71.296,IR
Days of inventory outstanding,104.233,98.544,104.469,119.084,114.007,IR
Operating cycle,173.454,165.743,176.321,187.427,185.302,IR
Days of payables outstanding,79.156,77.352,74.300,76.522,73.988,IR
Cash conversion cycle,94.298,88.392,102.022,110.906,111.314,IR
Gross profit margin,0.393,0.386,0.329,0.372,0.376,IR
Operating profit margin,0.138,0.110,0.017,0.112,0.165,IR
Pretax profit margin,0.125,0.100,-0.004,0.078,0.130,IR
Net profit margin,0.102,0.109,-0.007,0.065,0.100,IR
Effective tax rate,0.202,-0.042,-0.670,0.167,0.229,IR
Return on assets,0.041,0.037,-0.002,0.034,0.060,IR
Return on equity,0.066,0.062,-0.004,0.085,0.161,IR
Return on capital employed,0.062,0.041,0.006,0.068,0.114,IR
Net income per EBT,0.815,1.096,1.670,0.833,0.771,IR
Ebt per ebit,0.908,0.907,-0.226,0.693,0.789,IR
Ebit per revenue,0.138,0.110,0.017,0.112,0.165,IR
Debt ratio,0.373,0.401,0.428,0.596,0.626,IR
Debt equity ratio,0.299,0.382,0.428,0.862,0.998,IR
Long term debt to capitalization,0.228,0.274,0.297,0.462,0.498,IR
Total debt to capitalization,0.230,0.277,0.300,0.463,0.499,IR
Interest coverage,7.920,6.450,0.771,3.097,4.448,IR
Cash flow to debt ratio,0.313,0.179,0.234,0.213,0.266,IR
Company equity multiplier,1.606,1.684,1.761,2.475,2.677,IR
Receivables turnover,5.273,5.432,5.080,5.341,5.120,IR
Payables turnover,4.611,4.719,4.913,4.770,4.933,IR
Inventory turnover,3.502,3.704,3.494,3.065,3.202,IR
Fixed asset turnover,9.475,7.944,6.159,7.507,7.543,IR
Asset turnover,0.401,0.340,0.306,0.530,0.599,IR
Operating cash flow per share,2.123,1.484,2.388,1.687,2.211,IR
Free cash flow per share,1.889,1.329,2.261,1.475,1.951,IR
Cash per share,3.980,5.086,4.574,2.484,1.100,IR
Payout ratio,0.054,0.015,0,0,0,IR
Operating cash flow sales ratio,0.145,0.119,0.186,0.140,0.165,IR
Free cash flow operating cash flow ratio,0.890,0.896,0.947,0.874,0.883,IR
Cash flow coverage ratios,0.313,0.179,0.234,0.213,0.266,IR
Short term coverage ratios,23.570,15.863,22.631,45.171,56.266,IR
Capital expenditure coverage ratio,-9.094,-9.602,-18.774,-7.947,-8.515,IR
Dividend paid and capex coverage ratio,-13.831,-11.011,-18.774,-7.947,-8.515,IR
Dividend payout ratio,0.054,0.015,0,0,0,IR
Price book value ratio,2.303,2.851,1.912,14.466,10.944,IR
Price to book ratio,2.303,2.851,1.912,14.466,10.944,IR
Price to sales ratio,3.579,4.981,3.552,11.032,6.819,IR
Price earnings ratio,35.021,45.624,-538.283,170.014,68.082,IR
Price to free cash flows ratio,27.657,46.543,20.148,90.134,46.753,IR
Price to operating cash flows ratio,24.616,41.696,19.075,78.792,41.263,IR
Price cash flow ratio,24.616,41.696,19.075,78.792,41.263,IR
Price earnings to growth ratio,3.664,0.027,4.856,-4.068,0.055,IR
Price sales ratio,3.579,4.981,3.552,11.032,6.819,IR
Dividend yield,0.002,0.000,0,0,0,IR
Enterprise value multiple,17.444,26.163,31.878,61.461,31.441,IR
Price fair value,2.303,2.851,1.912,14.466,10.944,IR
