,2022,2021,2020,2019,2018,ticker
Current ratio,2.049,2.309,2.143,2.298,2.322,HAL
Quick ratio,1.305,1.558,1.274,1.403,1.508,HAL
Cash ratio,0.439,0.707,0.580,0.465,0.418,HAL
Days of sales outstanding,83.207,87.485,77.599,74.554,79.617,HAL
Days of inventory outstanding,62.818,65.009,66.464,56.937,52.607,HAL
Operating cycle,146.025,152.495,144.063,131.491,132.224,HAL
Days of payables outstanding,67.073,64.789,44.507,44.113,52.433,HAL
Cash conversion cycle,78.952,87.706,99.555,87.378,79.791,HAL
Gross profit margin,0.163,0.133,0.107,0.102,0.124,HAL
Operating profit margin,0.133,0.118,0.094,-0.025,0.103,HAL
Pretax profit margin,0.104,0.082,-0.223,-0.050,0.076,HAL
Net profit margin,0.077,0.095,-0.204,-0.050,0.069,HAL
Effective tax rate,0.244,-0.173,0.086,-0.006,0.087,HAL
Return on assets,0.068,0.065,-0.142,-0.044,0.064,HAL
Return on equity,0.198,0.217,-0.591,-0.141,0.174,HAL
Return on capital employed,0.151,0.100,0.084,-0.027,0.116,HAL
Net income per EBT,0.745,1.164,0.914,1.006,0.913,HAL
Ebt per ebit,0.779,0.696,-2.362,2.029,0.735,HAL
Ebit per revenue,0.133,0.118,0.094,-0.025,0.103,HAL
Debt ratio,0.657,0.699,0.759,0.684,0.633,HAL
Debt equity ratio,1.125,1.522,2.179,1.417,1.098,HAL
Long term debt to capitalization,0.523,0.598,0.665,0.582,0.523,HAL
Total debt to capitalization,0.529,0.604,0.685,0.586,0.523,HAL
Interest coverage,7.219,3.838,2.699,-0.972,4.453,HAL
Cash flow to debt ratio,0.251,0.187,0.174,0.215,0.302,HAL
Company equity multiplier,2.926,3.325,4.158,3.167,2.729,HAL
Receivables turnover,4.387,4.172,4.704,4.896,4.584,HAL
Payables turnover,5.442,5.634,8.201,8.274,6.961,HAL
Inventory turnover,5.810,5.615,5.492,6.411,6.938,HAL
Fixed asset turnover,3.858,2.908,2.826,2.719,2.678,HAL
Asset turnover,0.873,0.685,0.699,0.883,0.924,HAL
Operating cash flow per share,2.480,2.138,2.135,2.794,3.608,HAL
Free cash flow per share,1.362,1.244,1.309,1.046,1.293,HAL
Cash per share,2.595,3.405,2.909,2.592,2.295,HAL
Payout ratio,0.277,0.111,-0.094,-0.558,0.380,HAL
Operating cash flow sales ratio,0.110,0.125,0.130,0.109,0.132,HAL
Free cash flow operating cash flow ratio,0.549,0.582,0.613,0.374,0.358,HAL
Cash flow coverage ratios,0.251,0.187,0.174,0.215,0.302,HAL
Short term coverage ratios,10.009,7.737,1.988,11.755,87.694,HAL
Capital expenditure coverage ratio,-2.218,-2.392,-2.584,-1.598,-1.558,HAL
Dividend paid and capex coverage ratio,-3.892,-2.995,-4.180,-2.717,-2.261,HAL
Dividend payout ratio,0.277,0.111,-0.094,-0.558,0.380,HAL
Price book value ratio,4.476,3.046,3.348,2.672,2.443,HAL
Price to book ratio,4.476,3.046,3.348,2.672,2.443,HAL
Price to sales ratio,1.753,1.337,1.153,0.956,0.969,HAL
Price earnings ratio,22.629,14.033,-5.660,-18.965,14.044,HAL
Price to free cash flows ratio,28.897,18.386,14.441,23.400,20.564,HAL
Price to operating cash flows ratio,15.866,10.699,8.852,8.757,7.367,HAL
Price cash flow ratio,15.866,10.699,8.852,8.757,7.367,HAL
Price earnings to growth ratio,3.711,0.094,0.036,0.113,0.031,HAL
Price sales ratio,1.753,1.337,1.153,0.956,0.969,HAL
Dividend yield,0.012,0.008,0.017,0.029,0.027,HAL
Enterprise value multiple,12.395,10.566,-15.042,28.444,13.395,HAL
Price fair value,4.476,3.046,3.348,2.672,2.443,HAL
