,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),HAL,20297.0,20297.0,15295.0,14445.0,22408.0
Cost of revenue(figures in $M),HAL,16984.0,16984.0,13256.0,12900.0,20123.0
Gross profit(figures in $M),HAL,3313.0,3313.0,2039.0,1545.0,2285.0
Selling general and administrative(figures in $M),HAL,240.0,256.0,227.0,182.0,227.0
Total operating expenses(figures in $M),HAL,240.0,-3073.0,263.0,182.0,227.0
Operating income or loss(figures in $M),HAL,3073.0,2707.0,1776.0,-2436.0,22408.0
Interest expense(figures in $M),HAL,375.0,375.0,469.0,505.0,569.0
Total other income/expenses net(figures in $M),HAL,-588.0,-588.0,-55.0,-4078.0,-2611.0
Income before tax(figures in $M),HAL,2110.0,2110.0,1252.0,-3220.0,-1122.0
Income tax expense(figures in $M),HAL,515.0,515.0,-216.0,-278.0,7.0
Income from continuing operations(figures in $M),HAL,1595.0,1595.0,1468.0,-2942.0,-1129.0
Net income(figures in $M),HAL,1572.0,1572.0,1457.0,-2945.0,-1131.0
Net income available to common shareholders(figures in $M),HAL,1572.0,1572.0,1457.0,-2945.0,-1131.0
Basic EPS(figures in $M),HAL,,,1.6299999999999999e-06,-3.3399999999999998e-06,-1.29e-06
Diluted EPS(figures in $M),HAL,,,1.6299999999999999e-06,-3.3399999999999998e-06,-1.29e-06
Basic average shares(figures in $M),HAL,,,892.0,881.0,875.0
Diluted average shares(figures in $M),HAL,,,892.0,881.0,875.0
EBITDA(figures in $M),HAL,,3425.0,2625.0,-1657.0,1072.0
