,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),NBR,2653.766,2653.766,2017.548,2134.043,3043.383
Cost of revenue(figures in $M),NBR,2331.076,2331.076,1980.277,2186.771,2805.422
Gross profit(figures in $M),NBR,322.69,322.69,37.271,-52.728,237.961
Research development(figures in $M),NBR,49.939,49.939,35.153,33.564,50.359
Selling general and administrative(figures in $M),NBR,228.431,228.431,213.559,203.515,258.731
Total operating expenses(figures in $M),NBR,278.37,278.37,248.712,237.079,309.09
Operating income or loss(figures in $M),NBR,44.32,44.32,-211.441,-289.807,-71.129
Interest expense(figures in $M),NBR,177.895,177.895,171.476,206.274,204.311
Total other income/expenses net(figures in $M),NBR,-127.581,-112.107,-105.172,-209.486,-313.482
Income before tax(figures in $M),NBR,-245.682,-245.682,-488.089,-705.567,-588.922
Income tax expense(figures in $M),NBR,61.536,61.537,55.621,57.286,91.576
Income from continuing operations(figures in $M),NBR,-307.218,-307.219,-543.71,-762.853,-680.498
Net income(figures in $M),NBR,-350.261,-350.262,-569.272,-805.641,-702.885
Net income available to common shareholders(figures in $M),NBR,-350.261,-350.262,-572.925,-820.252,-720.129
Basic EPS(figures in $M),NBR,,-4.0520000000000005e-05,-7.658e-05,-0.00011869,-0.00010539
Diluted EPS(figures in $M),NBR,,-4.0520000000000005e-05,-7.658e-05,-0.00011869,-0.00010539
Basic average shares(figures in $M),NBR,,8.898,7.605,7.059,7.032
Diluted average shares(figures in $M),NBR,,8.898,7.605,7.059,7.032
EBITDA(figures in $M),NBR,,-67.787,-316.613,-499.293,-384.611
