,2022,2021,2020,2019,2018,ticker
Current ratio,1.678,2.890,2.195,1.902,1.915,NBR
Quick ratio,1.307,2.435,1.639,1.379,1.488,NBR
Cash ratio,0.756,1.888,0.916,0.664,0.538,NBR
Days of sales outstanding,45.030,52.025,62.082,54.334,90.285,NBR
Days of inventory outstanding,20.034,23.307,26.804,22.943,21.253,NBR
Operating cycle,65.064,75.332,88.886,77.277,111.538,NBR
Days of payables outstanding,49.173,46.770,36.875,38.402,50.420,NBR
Cash conversion cycle,15.892,28.562,52.011,38.876,61.117,NBR
Gross profit margin,0.122,0.018,-0.025,0.078,0.070,NBR
Operating profit margin,-0.282,-0.468,-0.549,-0.322,-0.040,NBR
Pretax profit margin,-0.093,-0.242,-0.331,-0.194,-0.170,NBR
Net profit margin,-0.116,-0.269,-0.357,-0.224,-0.196,NBR
Effective tax rate,-0.250,-0.114,-0.081,-0.155,-0.153,NBR
Return on assets,-0.065,-0.098,-0.139,-0.101,-0.076,NBR
Return on equity,-0.833,-0.921,-0.663,-0.343,-0.221,NBR
Return on capital employed,-0.181,-0.189,-0.235,-0.161,-0.017,NBR
Net income per EBT,1.250,1.114,1.081,1.155,1.153,NBR
Ebt per ebit,0.329,0.517,0.602,0.601,4.270,NBR
Ebit per revenue,-0.282,-0.468,-0.549,-0.322,-0.040,NBR
Debt ratio,0.743,0.748,0.691,0.634,0.598,NBR
Debt equity ratio,6.896,5.533,2.586,1.688,1.328,NBR
Long term debt to capitalization,0.873,0.847,0.721,0.627,0.570,NBR
Total debt to capitalization,0.873,0.847,0.721,0.628,0.570,NBR
Interest coverage,-4.204,-5.510,-5.682,-4.799,-0.535,NBR
Cash flow to debt ratio,0.197,0.131,0.117,0.205,0.091,NBR
Company equity multiplier,12.820,9.355,4.780,3.410,2.908,NBR
Receivables turnover,8.106,7.016,5.879,6.718,4.043,NBR
Payables turnover,7.423,7.804,9.898,9.505,7.239,NBR
Inventory turnover,18.219,15.661,13.618,15.909,17.174,NBR
Fixed asset turnover,0.877,0.605,0.535,0.617,0.559,NBR
Asset turnover,0.561,0.365,0.388,0.450,0.389,NBR
Operating cash flow per share,56.315,56.381,49.548,97.349,48.711,NBR
Free cash flow per share,14.345,25.133,21.850,36.521,-19.911,NBR
Cash per share,50.833,130.373,68.246,64.348,72.040,NBR
Payout ratio,-0.000,-0.014,-0.030,-0.073,-0.146,NBR
Operating cash flow sales ratio,0.189,0.213,0.164,0.225,0.107,NBR
Free cash flow operating cash flow ratio,0.255,0.446,0.441,0.375,-0.409,NBR
Cash flow coverage ratios,0.197,0.131,0.117,0.205,0.091,NBR
Short term coverage ratios,73.863,79.081,42.115,50.787,580.701,NBR
Capital expenditure coverage ratio,-1.342,-1.804,-1.789,-1.600,-0.710,NBR
Dividend paid and capex coverage ratio,-1.342,-1.862,-2.022,-1.810,-0.876,NBR
Dividend payout ratio,-0.000,-0.014,-0.030,-0.073,-0.146,NBR
Price book value ratio,3.735,1.044,0.357,0.511,0.248,NBR
Price to book ratio,3.735,1.044,0.357,0.511,0.248,NBR
Price to sales ratio,0.519,0.306,0.193,0.333,0.219,NBR
Price earnings ratio,-4.486,-1.134,-0.539,-1.488,-1.118,NBR
Price to free cash flows ratio,10.796,3.226,2.665,3.943,-5.022,NBR
Price to operating cash flows ratio,2.750,1.438,1.175,1.479,2.053,NBR
Price cash flow ratio,2.750,1.438,1.175,1.479,2.053,NBR
Price earnings to growth ratio,-0.087,-0.034,0.046,0.181,1.152,NBR
Price sales ratio,0.519,0.306,0.193,0.333,0.219,NBR
Dividend yield,0.000,0.012,0.055,0.049,0.130,NBR
Enterprise value multiple,-41.853,-11.486,-9.132,-37.466,5.097,NBR
Price fair value,3.735,1.044,0.357,0.511,0.248,NBR
