,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),TER,854.773,1122.199,914.121,773.924
Other short-term investments(figures in $M),TER,39.612,244.231,522.28,137.303
Total cash(figures in $M),TER,894.385,1366.43,1436.401,911.227
Net receivables(figures in $M),TER,491.145,550.749,497.506,362.368
Inventory(figures in $M),TER,325.019,243.33,222.189,196.691
Other current assets(figures in $M),TER,14.404,9.452,0.0,0.0
Total current assets(figures in $M),TER,2257.915,2576.227,2415.434,1658.884
"Gross property, plant and equipment(figures in $M)",TER,492.417,456.047,449.369,377.755
Accumulated depreciation(figures in $M),TER,-905.699,-852.221,-789.524,-729.669
"Net property, plant and equipment(figures in $M)",TER,492.417,456.047,449.369,377.755
Equity and other investments(figures in $M),TER,110.777,133.858,117.98,104.49
Goodwill(figures in $M),TER,403.195,426.024,453.859,416.431
Intangible assets(figures in $M),TER,53.478,75.635,100.939,125.48
Other long-term assets(figures in $M),TER,28.925,24.096,9.384,22.985
Total non-current assets(figures in $M),TER,1243.337,1231.442,1236.912,1137.492
Total assets(figures in $M),TER,3501.252,3807.669,3652.346,2796.376
Current debt(figures in $M),TER,50.115,19.182,33.343,0.0
Accounts payable(figures in $M),TER,139.722,153.133,133.663,126.617
Taxes payable(figures in $M),TER,65.01,88.789,80.728,44.2
Accrued liabilities(figures in $M),TER,112.271,116.187,77.581,70.871
Deferred revenues(figures in $M),TER,148.285,146.185,134.662,104.876
Other current liabilities(figures in $M),TER,0.0,0.0,0.0,9.106
Total current liabilities(figures in $M),TER,746.263,797.12,700.871,539.029
Long-term debt(figures in $M),TER,0.0,89.244,376.768,394.687
Deferred tax liabilities(figures in $M),TER,3.267,6.327,10.821,14.07
Deferred revenues(figures in $M),TER,45.131,54.921,58.359,45.974
Other long-term liabilities(figures in $M),TER,0.0,0.0,7.227,30.599
Total non-current liabilities(figures in $M),TER,303.695,441.861,744.457,765.48
Total liabilities(figures in $M),TER,1049.958,1238.981,1445.328,1304.509
Common stock(figures in $M),TER,19.47,20.281,20.765,20.801
Retained earnings(figures in $M),TER,725.729,736.566,387.414,-241.918
Accumulated other comprehensive income(figures in $M),TER,-49.868,-5.948,33.516,-18.854
Total stockholders' equity(figures in $M),TER,2451.294,2568.688,2207.018,1491.867
Total liabilities and stockholders' equity(figures in $M),TER,3501.252,3807.669,3652.346,2796.376
