,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),TER,3155.045,3155.045,3702.881,3121.469,2294.965
Cost of revenue(figures in $M),TER,1287.894,1287.894,1496.225,1335.728,955.136
Gross profit(figures in $M),TER,1867.151,1867.151,2206.656,1785.741,1339.829
Research development(figures in $M),TER,440.591,440.591,427.609,374.964,322.824
Selling general and administrative(figures in $M),TER,558.103,558.103,547.559,464.769,437.083
Total operating expenses(figures in $M),TER,1018.027,1018.027,996.624,870.536,800.054
Operating income or loss(figures in $M),TER,849.124,849.124,1210.032,915.205,539.775
Interest expense(figures in $M),TER,3.719,3.719,39.765,27.392,12.881
Total other income/expenses net(figures in $M),TER,-11.114,-17.2,-1.312,13.202,13.88
Income before tax(figures in $M),TER,840.385,840.385,1168.955,901.015,540.772
Income tax expense(figures in $M),TER,124.884,124.884,148.122,116.868,61.597
Income from continuing operations(figures in $M),TER,715.501,715.501,1020.833,784.147,479.175
Net income(figures in $M),TER,715.501,715.501,1020.833,784.147,479.175
Net income available to common shareholders(figures in $M),TER,715.501,715.501,1020.833,784.147,479.175
Basic EPS(figures in $M),TER,,4.52e-06,6.15e-06,4.72e-06,2.74e-06
Diluted EPS(figures in $M),TER,,4.219999999999999e-06,5.53e-06,4.2800000000000005e-06,2.6e-06
Basic average shares(figures in $M),TER,,158.434,164.96,166.12,170.425
Diluted average shares(figures in $M),TER,,169.734,183.625,183.042,179.459
EBITDA(figures in $M),TER,,959.799,1334.205,1055.15,674.308
