,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),XRX,1045.0,1840.0,2625.0,2740.0
Total cash(figures in $M),XRX,1045.0,1840.0,2625.0,2740.0
Net receivables(figures in $M),XRX,2011.0,912.0,1051.0,1347.0
Inventory(figures in $M),XRX,797.0,696.0,843.0,694.0
Other current assets(figures in $M),XRX,254.0,211.0,251.0,201.0
Total current assets(figures in $M),XRX,4107.0,4701.0,5783.0,6140.0
"Gross property, plant and equipment(figures in $M)",XRX,555.0,611.0,703.0,790.0
Accumulated depreciation(figures in $M),XRX,-2975.0,-3200.0,-3311.0,-3351.0
"Net property, plant and equipment(figures in $M)",XRX,555.0,611.0,703.0,790.0
Equity and other investments(figures in $M),XRX,59.0,53.0,47.0,46.0
Goodwill(figures in $M),XRX,2820.0,3287.0,4071.0,3900.0
Intangible assets(figures in $M),XRX,208.0,211.0,237.0,199.0
Other long-term assets(figures in $M),XRX,1323.0,1960.0,1455.0,1349.0
Total non-current assets(figures in $M),XRX,7436.0,8522.0,8958.0,8916.0
Total assets(figures in $M),XRX,11543.0,13223.0,14741.0,15056.0
Current debt(figures in $M),XRX,860.0,650.0,394.0,1049.0
Accounts payable(figures in $M),XRX,1331.0,1069.0,983.0,1053.0
Taxes payable(figures in $M),XRX,16.0,30.0,7.0,7.0
Accrued liabilities(figures in $M),XRX,257.0,871.0,840.0,984.0
Deferred revenues(figures in $M),XRX,154.0,194.0,140.0,158.0
Other current liabilities(figures in $M),XRX,881.0,187.0,196.0,212.0
Total current liabilities(figures in $M),XRX,3330.0,2829.0,2478.0,3435.0
Long-term debt(figures in $M),XRX,2866.0,3596.0,4050.0,3233.0
Deferred tax liabilities(figures in $M),XRX,95.0,108.0,35.0,37.0
Other long-term liabilities(figures in $M),XRX,411.0,481.0,497.0,512.0
Total non-current liabilities(figures in $M),XRX,4850.0,5727.0,6453.0,5804.0
Total liabilities(figures in $M),XRX,8180.0,8556.0,8931.0,9239.0
Common stock(figures in $M),XRX,156.0,382.0,412.0,429.0
Retained earnings(figures in $M),XRX,5136.0,5631.0,6281.0,6312.0
Accumulated other comprehensive income(figures in $M),XRX,-3537.0,-2988.0,-3332.0,-3637.0
Total stockholders' equity(figures in $M),XRX,3343.0,4650.0,5806.0,5810.0
Total liabilities and stockholders' equity(figures in $M),XRX,11543.0,13223.0,14741.0,15056.0
