,2022,2021,2020,2019,2018,ticker
Current ratio,1.233,1.662,2.334,1.787,1.444,XRX
Quick ratio,0.918,1.345,1.892,1.527,1.137,XRX
Cash ratio,0.314,0.650,1.059,0.798,0.333,XRX
Days of sales outstanding,103.281,101.908,107.286,100.852,97.024,XRX
Days of inventory outstanding,60.744,54.809,69.994,46.771,50.579,XRX
Operating cycle,164.025,156.717,177.280,147.623,147.603,XRX
Days of payables outstanding,101.444,84.182,81.619,70.965,67.460,XRX
Cash conversion cycle,62.581,72.534,95.661,76.658,80.144,XRX
Gross profit margin,0.326,0.341,0.374,0.403,0.399,XRX
Operating profit margin,-0.046,-0.053,0.074,0.153,0.111,XRX
Pretax profit margin,-0.046,-0.067,0.036,0.091,0.061,XRX
Net profit margin,-0.046,-0.065,0.027,0.071,0.037,XRX
Effective tax rate,0.009,0.036,0.254,0.218,0.430,XRX
Return on assets,-0.028,-0.035,0.013,0.043,0.024,XRX
Return on equity,-0.097,-0.098,0.033,0.111,0.069,XRX
Return on capital employed,-0.040,-0.036,0.042,0.119,0.094,XRX
Net income per EBT,0.991,0.964,0.762,0.782,0.604,XRX
Ebt per ebit,1.009,1.263,0.486,0.592,0.548,XRX
Ebit per revenue,-0.046,-0.053,0.074,0.153,0.111,XRX
Debt ratio,0.709,0.647,0.606,0.614,0.647,XRX
Debt equity ratio,1.115,0.976,0.765,0.737,1.002,XRX
Long term debt to capitalization,0.462,0.450,0.411,0.358,0.450,XRX
Total debt to capitalization,0.527,0.494,0.434,0.424,0.501,XRX
Interest coverage,-3.571,-3.917,5.521,13.219,9.750,XRX
Cash flow to debt ratio,0.043,0.139,0.123,0.311,0.218,XRX
Company equity multiplier,3.453,2.844,2.539,2.591,2.850,XRX
Receivables turnover,3.534,3.582,3.402,3.619,3.762,XRX
Payables turnover,3.598,4.336,4.472,5.143,5.411,XRX
Inventory turnover,6.009,6.659,5.215,7.804,7.216,XRX
Fixed asset turnover,12.805,8.043,9.989,11.476,10.446,XRX
Asset turnover,0.616,0.532,0.476,0.602,0.661,XRX
Operating cash flow per share,0.761,3.010,2.622,6.005,4.584,XRX
Free cash flow per share,0.488,2.684,2.268,5.713,4.222,XRX
Cash per share,5.000,8.805,12.561,12.344,4.359,XRX
Payout ratio,-0.535,-0.450,1.198,0.378,0.745,XRX
Operating cash flow sales ratio,0.022,0.089,0.078,0.147,0.116,XRX
Free cash flow operating cash flow ratio,0.642,0.892,0.865,0.951,0.921,XRX
Cash flow coverage ratios,0.043,0.139,0.123,0.311,0.218,XRX
Short term coverage ratios,0.185,0.860,1.391,1.271,1.186,XRX
Capital expenditure coverage ratio,-2.789,-9.250,-7.405,-20.508,-12.667,XRX
Dividend paid and capex coverage ratio,1.359,4.558,3.513,7.489,6.369,XRX
Dividend payout ratio,-0.535,-0.450,1.198,0.378,0.745,XRX
Price book value ratio,0.913,1.018,0.835,1.409,0.942,XRX
Price to book ratio,0.913,1.018,0.835,1.409,0.942,XRX
Price to sales ratio,0.429,0.672,0.690,0.903,0.500,XRX
Price earnings ratio,-9.388,-10.331,25.241,12.728,13.613,XRX
Price to free cash flows ratio,29.913,8.434,10.224,6.454,4.680,XRX
Price to operating cash flows ratio,19.190,7.522,8.844,6.140,4.311,XRX
Price cash flow ratio,19.190,7.522,8.844,6.140,4.311,XRX
Price earnings to growth ratio,-0.326,0.029,-0.357,0.119,0.140,XRX
Price sales ratio,0.429,0.672,0.690,0.903,0.500,XRX
Dividend yield,0.057,0.044,0.047,0.030,0.055,XRX
Enterprise value multiple,-104.221,-151.599,7.514,5.350,7.214,XRX
Price fair value,0.913,1.018,0.835,1.409,0.942,XRX
