,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),XRX,7107.0,7107.0,7038.0,7022.0,9066.0
Cost of revenue(figures in $M),XRX,4789.0,4789.0,4635.0,4396.0,5416.0
Gross profit(figures in $M),XRX,2318.0,2318.0,2403.0,2626.0,3650.0
Research development(figures in $M),XRX,304.0,304.0,310.0,311.0,373.0
Selling general and administrative(figures in $M),XRX,1760.0,1760.0,1718.0,1851.0,2085.0
Total operating expenses(figures in $M),XRX,2106.0,2106.0,2083.0,2218.0,2503.0
Operating income or loss(figures in $M),XRX,212.0,212.0,320.0,408.0,1147.0
Interest expense(figures in $M),XRX,91.0,91.0,96.0,94.0,105.0
Total other income/expenses net(figures in $M),XRX,-459.0,-540.0,-795.0,-156.0,-325.0
Income before tax(figures in $M),XRX,-328.0,-328.0,-475.0,252.0,822.0
Income tax expense(figures in $M),XRX,-3.0,-3.0,-17.0,64.0,179.0
Income from continuing operations(figures in $M),XRX,-322.0,-322.0,-455.0,192.0,651.0
Net income(figures in $M),XRX,-322.0,-322.0,-455.0,192.0,1353.0
Net income available to common shareholders(figures in $M),XRX,-336.0,-336.0,-469.0,178.0,1339.0
Basic EPS(figures in $M),XRX,,,-2.56e-06,8.5e-07,6.03e-06
Diluted EPS(figures in $M),XRX,,,-2.56e-06,8.4e-07,5.7999999999999995e-06
Basic average shares(figures in $M),XRX,,,183.168,208.983,221.969
Diluted average shares(figures in $M),XRX,,,183.168,208.983,221.969
EBITDA(figures in $M),XRX,,482.0,647.0,776.0,1577.0
