,2018,2017,2016,2015,2014,ticker
Current ratio,1.302,1.517,1.249,1.414,1.485,DF
Quick ratio,0.037,0.027,0.023,0.082,7.348,DF
Cash ratio,0.034,0.025,0.021,0.080,0.021,DF
Days of sales outstanding,0,0,0,0,223.515,DF
Days of inventory outstanding,15.287,16.980,18.145,15.042,11.740,DF
Operating cycle,15.287,16.980,18.145,15.042,235.254,DF
Days of payables outstanding,41.865,40.978,45.092,44.056,36.124,DF
Cash conversion cycle,-26.578,-23.999,-26.947,-29.015,199.131,DF
Gross profit margin,0.213,0.233,0.258,0.243,0.176,DF
Operating profit margin,-0.041,0.011,0.034,0.011,0.001,DF
Pretax profit margin,-0.048,0.003,0.026,-0.002,-0.006,DF
Net profit margin,-0.042,0.008,0.016,-0.001,-0.002,DF
Effective tax rate,0.113,-1.232,0.405,0.393,0.614,DF
Return on assets,-0.154,0.025,0.046,-0.003,-0.007,DF
Return on equity,-1.079,0.094,0.196,-0.016,-0.032,DF
Return on capital employed,-0.222,0.045,0.150,0.053,0.004,DF
Net income per EBT,0.873,2.899,0.592,0.639,0.388,DF
Ebt per ebit,1.188,0.255,0.769,-0.143,-6.113,DF
Ebit per revenue,-0.041,0.011,0.034,0.011,0.001,DF
Debt ratio,0.857,0.738,0.766,0.784,0.774,DF
Debt equity ratio,5.993,2.817,3.269,3.634,3.415,DF
Long term debt to capitalization,0.749,0.582,0.550,0.607,0.594,DF
Total debt to capitalization,0.749,0.582,0.592,0.607,0.594,DF
Interest coverage,-5.584,1.282,3.947,1.397,0.140,DF
Cash flow to debt ratio,0.169,0.159,0.291,0.484,0.167,DF
Company equity multiplier,6.993,3.817,4.269,4.634,4.415,DF
Receivables turnover,0,0,0,0,1.633,DF
Payables turnover,8.719,8.907,8.095,8.285,10.104,DF
Inventory turnover,23.876,21.496,20.116,24.266,31.091,DF
Fixed asset turnover,7.708,7.125,6.625,6.917,8.104,DF
Asset turnover,3.661,3.113,2.958,3.213,3.431,DF
Operating cash flow per share,1.675,1.593,2.831,4.375,1.629,DF
Free cash flow per share,0.412,0.419,1.240,2.633,0.038,DF
Cash per share,0.283,0.201,0.216,0.667,0.195,DF
Payout ratio,-0.084,0.532,0.274,-3.077,-1.292,DF
Operating cash flow sales ratio,0.020,0.019,0.033,0.050,0.016,DF
Free cash flow operating cash flow ratio,0.246,0.263,0.438,0.602,0.023,DF
Cash flow coverage ratios,0.169,0.159,0.291,0.484,0.167,DF
Short term coverage ratios,130.291,128.710,1.828,273.378,219.120,DF
Capital expenditure coverage ratio,-1.326,-1.357,-1.780,-2.511,-1.024,DF
Dividend paid and capex coverage ratio,-1.739,-1.957,-2.302,-2.993,-1.242,DF
Dividend payout ratio,-0.084,0.532,0.274,-3.077,-1.292,DF
Dividend yield,0,0,0,0,0,DF
