,2022,2021,2020,2019,2018,ticker
Current ratio,1.162,1.564,1.737,1.856,1.818,EMN
Quick ratio,0.446,0.522,1.020,0.883,0.923,EMN
Cash ratio,0.152,0.154,0.277,0.114,0.122,EMN
Days of sales outstanding,33.016,38.012,65.263,54.122,53.324,EMN
Days of inventory outstanding,81.880,68.826,77.460,86.181,75.312,EMN
Operating cycle,114.895,106.839,142.723,140.303,128.636,EMN
Days of payables outstanding,57.022,56.196,44.881,46.150,43.484,EMN
Cash conversion cycle,57.873,50.643,97.842,94.153,85.152,EMN
Gross profit margin,0.202,0.239,0.233,0.241,0.244,EMN
Operating profit margin,0.109,0.121,0.114,0.134,0.150,EMN
Pretax profit margin,0.092,0.103,0.063,0.097,0.129,EMN
Net profit margin,0.075,0.082,0.056,0.082,0.106,EMN
Effective tax rate,0.185,0.199,0.077,0.155,0.173,EMN
Return on assets,0.054,0.055,0.030,0.047,0.068,EMN
Return on equity,0.154,0.148,0.079,0.127,0.186,EMN
Return on capital employed,0.101,0.101,0.069,0.088,0.108,EMN
Net income per EBT,0.812,0.792,0.902,0.841,0.824,EMN
Ebt per ebit,0.845,0.852,0.548,0.724,0.860,EMN
Ebit per revenue,0.109,0.121,0.114,0.134,0.150,EMN
Debt ratio,0.643,0.627,0.620,0.623,0.633,EMN
Debt equity ratio,1.000,0.891,0.933,0.970,1.063,EMN
Long term debt to capitalization,0.439,0.433,0.467,0.485,0.505,EMN
Total debt to capitalization,0.500,0.471,0.483,0.493,0.515,EMN
Interest coverage,6.352,6.414,4.610,5.716,6.399,EMN
Cash flow to debt ratio,0.189,0.314,0.259,0.260,0.250,EMN
Company equity multiplier,2.846,2.681,2.670,2.687,2.756,EMN
Receivables turnover,11.055,9.602,5.593,6.744,6.845,EMN
Payables turnover,6.401,6.495,8.133,7.909,8.394,EMN
Inventory turnover,4.458,5.303,4.712,4.235,4.846,EMN
Fixed asset turnover,2.050,2.097,1.527,1.665,1.813,EMN
Asset turnover,0.721,0.675,0.527,0.579,0.635,EMN
Operating cash flow per share,7.196,11.948,10.738,10.946,10.928,EMN
Free cash flow per share,2.590,7.683,7.911,7.853,7.188,EMN
Cash per share,3.638,3.387,4.162,1.485,1.601,EMN
Payout ratio,0.480,0.438,0.749,0.452,0.294,EMN
Operating cash flow sales ratio,0.092,0.155,0.172,0.162,0.152,EMN
Free cash flow operating cash flow ratio,0.360,0.643,0.737,0.717,0.658,EMN
Cash flow coverage ratios,0.189,0.314,0.259,0.260,0.250,EMN
Short term coverage ratios,0.866,2.167,4.169,8.795,6.350,EMN
Capital expenditure coverage ratio,-1.562,-2.801,-3.799,-3.539,-2.922,EMN
Dividend paid and capex coverage ratio,-4.012,-7.975,-58.200,-18.341,-7.348,EMN
Dividend payout ratio,0.480,0.438,0.749,0.452,0.294,EMN
Price book value ratio,2.141,2.831,2.256,1.828,1.779,EMN
Price to book ratio,2.141,2.831,2.256,1.828,1.779,EMN
Price to sales ratio,1.043,1.564,1.604,1.174,1.017,EMN
Price earnings ratio,13.916,19.117,28.427,14.348,9.558,EMN
Price to free cash flows ratio,31.439,15.738,12.675,10.093,10.171,EMN
Price to operating cash flows ratio,11.318,10.119,9.339,7.241,6.690,EMN
Price cash flow ratio,11.318,10.119,9.339,7.241,6.690,EMN
Price earnings to growth ratio,-1.871,0.242,-0.789,-0.515,-0.385,EMN
Price sales ratio,1.043,1.564,1.604,1.174,1.017,EMN
Dividend yield,0.035,0.023,0.026,0.031,0.031,EMN
Enterprise value multiple,8.920,11.248,12.089,8.868,7.572,EMN
Price fair value,2.141,2.831,2.256,1.828,1.779,EMN
