,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),EMN,493.0,459.0,564.0,204.0
Total cash(figures in $M),EMN,493.0,459.0,564.0,204.0
Net receivables(figures in $M),EMN,957.0,1091.0,1033.0,980.0
Inventory(figures in $M),EMN,1894.0,1504.0,1379.0,1662.0
Other current assets(figures in $M),EMN,114.0,96.0,83.0,80.0
Total current assets(figures in $M),EMN,3778.0,4646.0,3541.0,3321.0
"Gross property, plant and equipment(figures in $M)",EMN,12942.0,12680.0,13531.0,12904.0
Accumulated depreciation(figures in $M),EMN,-7782.0,-7684.0,-7982.0,-7333.0
"Net property, plant and equipment(figures in $M)",EMN,5160.0,4996.0,5549.0,5571.0
Goodwill(figures in $M),EMN,3664.0,3641.0,4465.0,4431.0
Intangible assets(figures in $M),EMN,1210.0,1362.0,1792.0,2011.0
Other long-term assets(figures in $M),EMN,855.0,874.0,736.0,674.0
Total non-current assets(figures in $M),EMN,10889.0,10873.0,12542.0,12687.0
Total assets(figures in $M),EMN,14667.0,15519.0,16083.0,16008.0
Current debt(figures in $M),EMN,1126.0,747.0,349.0,171.0
Accounts payable(figures in $M),EMN,1319.0,1228.0,799.0,890.0
Accrued liabilities(figures in $M),EMN,164.0,311.0,228.0,176.0
Other current liabilities(figures in $M),EMN,288.0,376.0,252.0,280.0
Total current liabilities(figures in $M),EMN,3251.0,2971.0,2038.0,1789.0
Long-term debt(figures in $M),EMN,4025.0,4412.0,5269.0,5611.0
Deferred tax liabilities(figures in $M),EMN,671.0,810.0,848.0,915.0
Other long-term liabilities(figures in $M),EMN,856.0,727.0,677.0,645.0
Total non-current liabilities(figures in $M),EMN,6180.0,6760.0,7937.0,8187.0
Total liabilities(figures in $M),EMN,9431.0,9731.0,9975.0,9976.0
Common stock(figures in $M),EMN,2.0,2.0,2.0,2.0
Retained earnings(figures in $M),EMN,8973.0,8557.0,8080.0,7965.0
Accumulated other comprehensive income(figures in $M),EMN,-205.0,-182.0,-273.0,-214.0
Total stockholders' equity(figures in $M),EMN,5153.0,5704.0,6023.0,5958.0
Total liabilities and stockholders' equity(figures in $M),EMN,14667.0,15519.0,16083.0,16008.0
