,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),UNH,322132.0,322132.0,285273.0,255639.0,240269.0
Cost of revenue(figures in $M),UNH,244545.0,244545.0,217945.0,190141.0,184557.0
Gross profit(figures in $M),UNH,77587.0,77587.0,67328.0,65498.0,55712.0
Total operating expenses(figures in $M),UNH,51182.0,51182.0,45682.0,44595.0,37913.0
Operating income or loss(figures in $M),UNH,26405.0,26405.0,21646.0,20903.0,17799.0
Interest expense(figures in $M),UNH,2092.0,2092.0,1660.0,1663.0,1704.0
Total other income/expenses net(figures in $M),UNH,2030.0,2030.0,2324.0,1502.0,1886.0
Income before tax(figures in $M),UNH,26343.0,26343.0,22310.0,20742.0,17981.0
Income tax expense(figures in $M),UNH,5704.0,5704.0,4578.0,4973.0,3742.0
Income from continuing operations(figures in $M),UNH,20639.0,20639.0,17732.0,15769.0,14239.0
Net income(figures in $M),UNH,20120.0,20120.0,17285.0,15403.0,13839.0
Net income available to common shareholders(figures in $M),UNH,20120.0,20120.0,17285.0,15403.0,13839.0
Basic EPS(figures in $M),UNH,,2.147e-05,1.833e-05,1.628e-05,1.4599999999999999e-05
Diluted EPS(figures in $M),UNH,,2.118e-05,1.808e-05,1.603e-05,1.433e-05
Basic average shares(figures in $M),UNH,,937.0,943.0,946.0,948.0
Diluted average shares(figures in $M),UNH,,950.0,956.0,961.0,966.0
EBITDA(figures in $M),UNH,,31835.0,27073.0,25296.0,22405.0
