,2022,2021,2020,2019,2018,ticker
Current ratio,0.774,0.789,0.742,0.690,0.727,UNH
Quick ratio,0.511,0.487,0.451,0.422,0.612,UNH
Cash ratio,0.262,0.273,0.234,0.178,0.204,UNH
Days of sales outstanding,20.034,18.189,18.376,17.959,29.623,UNH
Days of inventory outstanding,0,0,0,0,0,UNH
Operating cycle,20.034,18.189,18.376,17.959,29.623,UNH
Days of payables outstanding,43.368,41.003,41.986,42.897,77.479,UNH
Cash conversion cycle,-23.334,-22.813,-23.610,-24.937,-47.857,UNH
Gross profit margin,0.241,0.236,0.256,0.232,0.233,UNH
Operating profit margin,0.088,0.084,0.088,0.082,0.077,UNH
Pretax profit margin,0.082,0.078,0.081,0.075,0.071,UNH
Net profit margin,0.062,0.061,0.060,0.058,0.053,UNH
Effective tax rate,0.217,0.205,0.240,0.208,0.223,UNH
Return on assets,0.082,0.081,0.078,0.080,0.079,UNH
Return on equity,0.247,0.230,0.225,0.229,0.232,UNH
Return on capital employed,0.182,0.179,0.179,0.176,0.175,UNH
Net income per EBT,0.764,0.775,0.743,0.770,0.752,UNH
Ebt per ebit,0.926,0.931,0.926,0.913,0.919,UNH
Ebit per revenue,0.088,0.084,0.088,0.082,0.077,UNH
Debt ratio,0.649,0.640,0.642,0.643,0.643,UNH
Debt equity ratio,0.707,0.613,0.636,0.673,0.707,UNH
Long term debt to capitalization,0.401,0.361,0.361,0.379,0.401,UNH
Total debt to capitalization,0.414,0.380,0.389,0.402,0.414,UNH
Interest coverage,13.592,14.440,13.473,11.552,12.389,UNH
Cash flow to debt ratio,0.455,0.486,0.510,0.454,0.430,UNH
Company equity multiplier,3.017,2.828,2.887,2.877,2.945,UNH
Receivables turnover,18.219,20.067,19.863,20.324,12.322,UNH
Payables turnover,8.416,8.902,8.693,8.509,4.711,UNH
Inventory turnover,0,0,0,0,0,UNH
Fixed asset turnover,31.806,31.807,29.636,27.604,26.587,UNH
Asset turnover,1.311,1.344,1.296,1.382,1.477,UNH
Operating cash flow per share,27.968,23.694,23.440,19.476,16.368,UNH
Free cash flow per share,24.978,21.091,21.272,17.291,14.219,UNH
Cash per share,29.788,25.352,20.910,15.026,14.921,UNH
Payout ratio,0.298,0.305,0.298,0.284,0.277,UNH
Operating cash flow sales ratio,0.081,0.078,0.087,0.077,0.070,UNH
Free cash flow operating cash flow ratio,0.893,0.890,0.908,0.888,0.869,UNH
Cash flow coverage ratios,0.455,0.486,0.510,0.454,0.430,UNH
Short term coverage ratios,8.426,6.172,4.601,4.771,7.964,UNH
Capital expenditure coverage ratio,-9.353,-9.105,-10.811,-8.915,-7.617,UNH
Dividend paid and capex coverage ratio,8.218,7.906,8.754,9.921,12.500,UNH
Dividend payout ratio,0.298,0.305,0.298,0.284,0.277,UNH
Price book value ratio,6.099,6.310,4.855,4.611,4.626,UNH
Price to book ratio,6.099,6.310,4.855,4.611,4.626,UNH
Price to sales ratio,1.542,1.660,1.298,1.160,1.064,UNH
Price earnings ratio,24.691,27.395,21.538,20.138,19.953,UNH
Price to free cash flows ratio,21.226,23.808,16.486,17.002,17.521,UNH
Price to operating cash flows ratio,18.957,21.193,14.961,15.095,15.220,UNH
Price cash flow ratio,18.957,21.193,14.961,15.095,15.220,UNH
Price earnings to growth ratio,1.441,2.176,1.872,1.189,1.368,UNH
Price sales ratio,1.542,1.660,1.298,1.160,1.064,UNH
Dividend yield,0.012,0.011,0.014,0.014,0.014,UNH
Enterprise value multiple,17.817,20.128,15.058,15.029,13.669,UNH
Price fair value,6.099,6.310,4.855,4.611,4.626,UNH
