,2023,2022,2021,2020,2019,ticker
Current ratio,1.209,1.267,1.457,1.243,1.531,TJX
Quick ratio,0.644,0.697,1.055,0.562,0.610,TJX
Cash ratio,0.531,0.595,0.969,0.450,0.548,TJX
Days of sales outstanding,8.479,8.046,10.589,7.011,3.243,TJX
Days of inventory outstanding,58.755,62.684,64.529,59.590,60.053,TJX
Operating cycle,67.234,70.729,75.118,66.601,63.296,TJX
Days of payables outstanding,38.308,46.952,71.760,32.685,34.677,TJX
Cash conversion cycle,28.925,23.778,3.358,33.916,28.619,TJX
Gross profit margin,0.276,0.285,0.237,0.285,0.286,TJX
Operating profit margin,0.102,0.098,0.018,0.106,0.108,TJX
Pretax profit margin,0.093,0.091,0.003,0.106,0.107,TJX
Net profit margin,0.070,0.068,0.003,0.078,0.079,TJX
Effective tax rate,0.245,0.253,-0.014,0.257,0.267,TJX
Return on assets,0.123,0.115,0.003,0.136,0.214,TJX
Return on equity,0.550,0.547,0.016,0.550,0.606,TJX
Return on capital employed,0.281,0.264,0.029,0.260,0.480,TJX
Net income per EBT,0.755,0.747,1.014,0.743,0.733,TJX
Ebt per ebit,0.913,0.925,0.153,0.998,0.989,TJX
Ebit per revenue,0.102,0.098,0.018,0.106,0.108,TJX
Debt ratio,0.776,0.789,0.811,0.754,0.648,TJX
Debt equity ratio,2.003,2.083,2.658,1.927,0.491,TJX
Long term debt to capitalization,0.626,0.645,0.692,0.628,0.329,TJX
Total debt to capitalization,0.667,0.676,0.727,0.658,0.329,TJX
Interest coverage,60.452,41.320,3.221,440.476,65.056,TJX
Cash flow to debt ratio,0.320,0.244,0.294,0.355,1.651,TJX
Company equity multiplier,4.455,4.741,5.283,4.059,2.838,TJX
Receivables turnover,43.048,45.365,34.471,52.062,112.542,TJX
Payables turnover,9.528,7.774,5.086,11.167,10.526,TJX
Inventory turnover,6.212,5.823,5.656,6.125,6.078,TJX
Fixed asset turnover,3.358,3.437,2.291,2.900,7.416,TJX
Asset turnover,1.761,1.706,1.043,1.728,2.720,TJX
Operating cash flow per share,3.458,2.548,3.802,3.366,3.359,TJX
Free cash flow per share,2.224,1.677,3.328,2.354,2.435,TJX
Cash per share,4.637,5.189,8.725,2.663,2.490,TJX
Payout ratio,0.383,0.381,3.076,0.327,0.302,TJX
Operating cash flow sales ratio,0.082,0.063,0.142,0.097,0.105,TJX
Free cash flow operating cash flow ratio,0.643,0.658,0.875,0.699,0.725,TJX
Cash flow coverage ratios,0.320,0.244,0.294,0.355,1.651,TJX
Short term coverage ratios,1.936,1.939,1.879,2.882,0,TJX
Capital expenditure coverage ratio,-2.803,-2.926,-8.032,-3.325,-3.634,TJX
Dividend paid and capex coverage ratio,-34.610,14.771,-15.747,-26.843,-20.186,TJX
Dividend payout ratio,0.383,0.381,3.076,0.327,0.302,TJX
Price book value ratio,15.199,14.269,13.175,11.992,11.789,TJX
Price to book ratio,15.199,14.269,13.175,11.992,11.789,TJX
Price to sales ratio,1.937,1.764,2.391,1.710,1.527,TJX
Price earnings ratio,27.652,26.092,849.431,21.799,19.452,TJX
Price to free cash flows ratio,36.821,42.558,19.241,25.084,20.086,TJX
Price to operating cash flows ratio,23.685,28.015,16.846,17.540,14.558,TJX
Price cash flow ratio,23.685,28.015,16.846,17.540,14.558,TJX
Price earnings to growth ratio,3.444,0.008,-8.753,2.365,0.957,TJX
Price sales ratio,1.937,1.764,2.391,1.710,1.527,TJX
Dividend yield,0.014,0.015,0.004,0.015,0.016,TJX
Enterprise value multiple,17.434,16.350,56.352,15.061,11.659,TJX
Price fair value,15.199,14.269,13.175,11.992,11.789,TJX
