,ticker,2023-01-31,2022-01-31,2021-01-31,2020-01-31
Cash and cash equivalents(figures in $M),TJX,5477.0,6226.8,10469.6,3216.8
Total cash(figures in $M),TJX,5477.0,6226.8,10469.6,3216.8
Net receivables(figures in $M),TJX,1041.0,955.7,896.1,801.3
Inventory(figures in $M),TJX,5819.0,5961.6,4337.4,4872.6
Other current assets(figures in $M),TJX,478.0,438.099,434.977,415.017
Total current assets(figures in $M),TJX,12456.0,13258.6,15739.3,8890.7
"Gross property, plant and equipment(figures in $M)",TJX,14869.0,14124.7,14026.1,14385.3
Accumulated depreciation(figures in $M),TJX,-7534.0,-7164.799,-6726.729,-6047.23
"Net property, plant and equipment(figures in $M)",TJX,14869.0,14124.7,14026.1,14385.3
Goodwill(figures in $M),TJX,97.0,96.7,99.0,95.5
Other long-term assets(figures in $M),TJX,927.0,981.5,949.2,773.5
Total non-current assets(figures in $M),TJX,15893.0,15202.9,15074.3,15254.3
Total assets(figures in $M),TJX,28349.0,28461.5,30813.6,24145.0
Current debt(figures in $M),TJX,500.0,0.0,749.7,0.0
Accounts payable(figures in $M),TJX,3794.0,4465.4,4823.4,2672.6
Taxes payable(figures in $M),TJX,55.0,181.155,81.523,24.7
Accrued liabilities(figures in $M),TJX,4401.0,4426.1,3553.0,3066.5
Other current liabilities(figures in $M),TJX,1350.0,1278.881,1114.07,883.684
Total current liabilities(figures in $M),TJX,10305.0,10468.1,10803.7,7150.3
Long-term debt(figures in $M),TJX,2859.0,3354.8,5332.9,2236.6
Deferred tax liabilities(figures in $M),TJX,127.0,44.2,37.2,142.2
Other long-term liabilities(figures in $M),TJX,919.0,1015.8,1063.9,851.1
Total non-current liabilities(figures in $M),TJX,11680.0,11990.4,14177.2,11046.5
Total liabilities(figures in $M),TJX,21985.0,22458.5,24980.9,18196.8
Common stock(figures in $M),TJX,1155.0,1181.189,1204.698,1199.1
Retained earnings(figures in $M),TJX,5815.0,5508.953,4973.542,5422.283
Accumulated other comprehensive income(figures in $M),TJX,-606.0,-687.15,-606.071,-673.171
Total stockholders' equity(figures in $M),TJX,6364.0,6003.0,5832.7,5948.2
Total liabilities and stockholders' equity(figures in $M),TJX,28349.0,28461.5,30813.6,24145.0
