,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),AES,1374.0,943.0,1089.0,1029.0
Other short-term investments(figures in $M),AES,730.0,232.0,335.0,400.0
Total cash(figures in $M),AES,2104.0,1175.0,1424.0,1429.0
Net receivables(figures in $M),AES,1799.0,1418.0,1300.0,1479.0
Inventory(figures in $M),AES,1055.0,604.0,461.0,487.0
Other current assets(figures in $M),AES,1533.0,897.0,726.0,802.0
Total current assets(figures in $M),AES,7643.0,5356.0,5414.0,5231.0
"Gross property, plant and equipment(figures in $M)",AES,31690.0,28392.0,31298.0,31079.0
Accumulated depreciation(figures in $M),AES,-8651.0,-8486.0,-8472.0,-8505.0
"Net property, plant and equipment(figures in $M)",AES,23039.0,19906.0,22826.0,22574.0
Equity and other investments(figures in $M),AES,952.0,1080.0,835.0,966.0
Goodwill(figures in $M),AES,362.0,1177.0,1061.0,1059.0
Intangible assets(figures in $M),AES,1841.0,1450.0,827.0,469.0
Other long-term assets(figures in $M),AES,3156.0,3585.0,3352.0,1842.0
Total non-current assets(figures in $M),AES,30720.0,27607.0,29189.0,28417.0
Total assets(figures in $M),AES,38363.0,32963.0,34603.0,33648.0
Current debt(figures in $M),AES,1758.0,1367.0,1430.0,1868.0
Accounts payable(figures in $M),AES,1730.0,1153.0,1156.0,1311.0
Accrued liabilities(figures in $M),AES,2400.0,1302.0,1414.0,1222.0
Deferred revenues(figures in $M),AES,0.0,85.0,438.0,0.0
Other current liabilities(figures in $M),AES,354.0,559.0,667.0,442.0
Total current liabilities(figures in $M),AES,6491.0,4732.0,5362.0,5096.0
Long-term debt(figures in $M),AES,21740.0,17332.0,18451.0,18305.0
Deferred tax liabilities(figures in $M),AES,1139.0,977.0,1100.0,1213.0
Other long-term liabilities(figures in $M),AES,3168.0,3358.0,3241.0,2917.0
Total non-current liabilities(figures in $M),AES,27368.0,23664.0,24521.0,23323.0
Total liabilities(figures in $M),AES,33859.0,28396.0,29883.0,28419.0
Common stock(figures in $M),AES,846.0,833.0,8.0,8.0
Retained earnings(figures in $M),AES,-1635.0,-1089.0,-680.0,-692.0
Accumulated other comprehensive income(figures in $M),AES,-1640.0,-2220.0,-2397.0,-2229.0
Total stockholders' equity(figures in $M),AES,2437.0,2798.0,2634.0,2996.0
Total liabilities and stockholders' equity(figures in $M),AES,38363.0,32963.0,34603.0,33648.0
