,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),AES,12617.0,12617.0,11141.0,9660.0,10189.0
Cost of revenue(figures in $M),AES,10069.0,10069.0,8430.0,6967.0,7840.0
Gross profit(figures in $M),AES,2548.0,2548.0,2711.0,2693.0,2349.0
Selling general and administrative(figures in $M),AES,207.0,207.0,166.0,165.0,196.0
Total operating expenses(figures in $M),AES,207.0,207.0,166.0,165.0,196.0
Operating income or loss(figures in $M),AES,2341.0,2341.0,2545.0,2528.0,2153.0
Interest expense(figures in $M),AES,1117.0,1117.0,911.0,1038.0,1050.0
Total other income/expenses net(figures in $M),AES,-1782.0,-1782.0,-2996.0,-1270.0,-420.0
Income before tax(figures in $M),AES,-169.0,-169.0,-1064.0,488.0,1001.0
Income tax expense(figures in $M),AES,265.0,265.0,-133.0,216.0,352.0
Income from continuing operations(figures in $M),AES,-505.0,-505.0,-955.0,149.0,477.0
Net income(figures in $M),AES,-546.0,-546.0,-409.0,46.0,303.0
Net income available to common shareholders(figures in $M),AES,-546.0,-546.0,-409.0,46.0,303.0
Basic EPS(figures in $M),AES,,,-6.1e-07,7e-08,4.6000000000000004e-07
Diluted EPS(figures in $M),AES,,,-6.1e-07,7e-08,4.5000000000000003e-07
Basic average shares(figures in $M),AES,,,666.0,665.0,664.0
Diluted average shares(figures in $M),AES,,,666.0,668.0,667.0
EBITDA(figures in $M),AES,,2001.0,903.0,2594.0,3096.0
