,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),TSLA,81462.0,81462.0,53823.0,31536.0,24578.0
Cost of revenue(figures in $M),TSLA,60609.0,60609.0,40217.0,24906.0,20509.0
Gross profit(figures in $M),TSLA,20853.0,20853.0,13606.0,6630.0,4069.0
Research development(figures in $M),TSLA,3075.0,3075.0,2593.0,1491.0,1343.0
Selling general and administrative(figures in $M),TSLA,3946.0,3946.0,4517.0,3145.0,2646.0
Total operating expenses(figures in $M),TSLA,7021.0,7021.0,7110.0,4636.0,3989.0
Operating income or loss(figures in $M),TSLA,13832.0,13832.0,6496.0,1994.0,80.0
Interest expense(figures in $M),TSLA,191.0,191.0,371.0,748.0,685.0
Total other income/expenses net(figures in $M),TSLA,-219.0,-219.0,162.0,-122.0,-104.0
Income before tax(figures in $M),TSLA,13719.0,13719.0,6343.0,1154.0,-665.0
Income tax expense(figures in $M),TSLA,1132.0,1132.0,699.0,292.0,110.0
Income from continuing operations(figures in $M),TSLA,12587.0,12587.0,5644.0,862.0,-775.0
Net income(figures in $M),TSLA,12583.0,12583.0,5519.0,690.0,-862.0
Net income available to common shareholders(figures in $M),TSLA,12583.0,12583.0,5519.0,690.0,-862.0
Basic EPS(figures in $M),TSLA,,4.02e-06,1.87e-06,2.5e-07,-3.3e-07
Diluted EPS(figures in $M),TSLA,,3.62e-06,1.6299999999999999e-06,2.1e-07,-3.3e-07
Basic average shares(figures in $M),TSLA,,3130.0,2958.0,2799.0,2661.0
Diluted average shares(figures in $M),TSLA,,3475.0,3387.0,3249.0,2661.0
EBITDA(figures in $M),TSLA,,17657.0,9625.0,4224.0,2174.0
