,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),ZION,3152.0,3152.0,2911.0,2789.0,2834.0
Interest expense(figures in $M),ZION,185.0,185.0,59.0,153.0,411.0
Income before tax(figures in $M),ZION,1152.0,1152.0,1446.0,672.0,1053.0
Income tax expense(figures in $M),ZION,245.0,245.0,317.0,133.0,237.0
Income from continuing operations(figures in $M),ZION,907.0,907.0,1129.0,539.0,816.0
Net income(figures in $M),ZION,907.0,907.0,1129.0,539.0,816.0
Net income available to common shareholders(figures in $M),ZION,870.0,878.0,1100.0,505.0,782.0
Basic EPS(figures in $M),ZION,,5.7999999999999995e-06,6.8e-06,3.06e-06,4.41e-06
Diluted EPS(figures in $M),ZION,,5.79e-06,6.79e-06,3.02e-06,4.16e-06
Basic average shares(figures in $M),ZION,,150.064,159.913,163.737,175.984
Diluted average shares(figures in $M),ZION,,150.271,160.234,165.613,186.504
