,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),DD,13017.0,13017.0,12566.0,20397.0,21512.0
Cost of revenue(figures in $M),DD,8402.0,8402.0,7971.0,13522.0,14056.0
Gross profit(figures in $M),DD,4615.0,4615.0,4595.0,6875.0,7456.0
Research development(figures in $M),DD,536.0,536.0,557.0,860.0,955.0
Selling general and administrative(figures in $M),DD,1467.0,1467.0,1602.0,2235.0,2663.0
Total operating expenses(figures in $M),DD,2593.0,2593.0,2725.0,5214.0,4668.0
Operating income or loss(figures in $M),DD,2022.0,2022.0,1870.0,1661.0,2788.0
Interest expense(figures in $M),DD,492.0,492.0,525.0,767.0,668.0
Total other income/expenses net(figures in $M),DD,-132.0,-82.0,99.0,-3791.0,-2594.0
Income before tax(figures in $M),DD,1448.0,1448.0,1444.0,-2897.0,-474.0
Income tax expense(figures in $M),DD,387.0,387.0,237.0,-23.0,140.0
Income from continuing operations(figures in $M),DD,1061.0,1061.0,1207.0,-2874.0,-614.0
Net income(figures in $M),DD,5868.0,5798.0,1177.0,-2951.0,498.0
Net income available to common shareholders(figures in $M),DD,5868.0,5798.0,1177.0,-2951.0,498.0
Basic EPS(figures in $M),DD,,1.1769999999999999e-05,1.192e-05,-4.01e-06,6.7e-07
Diluted EPS(figures in $M),DD,,1.175e-05,1.1890000000000001e-05,-4.01e-06,6.7e-07
Basic average shares(figures in $M),DD,,498.5,542.7,735.5,746.3
Diluted average shares(figures in $M),DD,,499.4,544.2,735.5,746.3
EBITDA(figures in $M),DD,,3120.0,2535.0,964.0,1244.0
