,2022,2021,2020,2019,2018,ticker
Current ratio,2.940,1.892,2.315,1.198,2.007,DD
Quick ratio,1.944,1.108,1.297,0.640,1.252,DD
Cash ratio,0.952,0.472,0.541,0.185,0.545,DD
Days of sales outstanding,70.605,78.745,63.544,64.510,73.610,DD
Days of inventory outstanding,101.177,131.054,100.576,112.154,92.858,DD
Operating cycle,171.782,209.799,164.120,176.663,166.467,DD
Days of payables outstanding,91.359,119.606,80.007,76.189,52.834,DD
Cash conversion cycle,80.423,90.193,84.113,100.475,113.633,DD
Gross profit margin,0.355,0.366,0.337,0.347,0.240,DD
Operating profit margin,0.176,0.167,0.124,0.141,0.104,DD
Pretax profit margin,0.111,0.115,-0.142,-0.022,0.064,DD
Net profit margin,0.082,0.094,-0.141,-0.029,0.045,DD
Effective tax rate,0.267,0.164,0.008,-0.295,0.271,DD
Return on assets,0.026,0.026,-0.041,-0.009,0.020,DD
Return on equity,0.040,0.045,-0.075,-0.015,0.041,DD
Return on capital employed,0.061,0.051,0.038,0.050,0.055,DD
Net income per EBT,0.733,0.815,0.992,1.295,0.700,DD
Ebt per ebit,0.633,0.688,-1.146,-0.157,0.612,DD
Ebit per revenue,0.176,0.167,0.124,0.141,0.104,DD
Debt ratio,0.349,0.408,0.449,0.401,0.488,DD
Debt equity ratio,0.305,0.408,0.566,0.426,0.428,DD
Long term debt to capitalization,0.227,0.287,0.362,0.249,0.285,DD
Total debt to capitalization,0.234,0.290,0.362,0.299,0.300,DD
Interest coverage,4.650,4,3.295,4.528,5.965,DD
Cash flow to debt ratio,0.073,0.212,0.188,0.081,0.117,DD
Company equity multiplier,1.562,1.729,1.841,1.693,1.988,DD
Receivables turnover,5.170,4.635,5.744,5.658,4.959,DD
Payables turnover,3.995,3.052,4.562,4.791,6.908,DD
Inventory turnover,3.608,2.785,3.629,3.254,3.931,DD
Fixed asset turnover,2.271,1.804,2.043,2.121,2.398,DD
Asset turnover,0.314,0.275,0.288,0.310,0.457,DD
Operating cash flow per share,1.180,4.203,5.568,1.888,6.168,DD
Free cash flow per share,-0.311,-1.762,3.849,-1.699,0.991,DD
Cash per share,9.958,3.706,3.459,2.064,17.752,DD
Payout ratio,0.615,0.535,-0.307,-2.624,0.908,DD
Operating cash flow sales ratio,0.045,0.182,0.201,0.065,0.055,DD
Free cash flow operating cash flow ratio,-0.264,-0.419,0.691,-0.900,0.161,DD
Cash flow coverage ratios,0.073,0.212,0.188,0.081,0.117,DD
Short term coverage ratios,1.960,15.207,819,0.368,1.688,DD
Capital expenditure coverage ratio,-0.791,-0.705,-3.240,-0.526,-1.191,DD
Dividend paid and capex coverage ratio,-6.462,-0.875,-10.720,-1.322,-9.856,DD
Dividend payout ratio,0.615,0.535,-0.307,-2.624,0.908,DD
Price book value ratio,1.291,1.659,1.358,1.169,0.617,DD
Price to book ratio,1.291,1.659,1.358,1.169,0.617,DD
Price to sales ratio,2.628,3.489,2.564,2.227,0.679,DD
Price earnings ratio,32.245,37.247,-18.198,-78.033,15.188,DD
Price to free cash flows ratio,-220.723,-45.857,18.475,-37.786,76.817,DD
Price to operating cash flows ratio,58.184,19.219,12.772,34.005,12.340,DD
Price cash flow ratio,58.184,19.219,12.772,34.005,12.340,DD
Price earnings to growth ratio,-0.393,0.092,0.048,0.671,0.188,DD
Price sales ratio,2.628,3.489,2.564,2.227,0.679,DD
Dividend yield,0.019,0.014,0.017,0.034,0.060,DD
Enterprise value multiple,11.137,19.734,12.732,15.661,6.693,DD
Price fair value,1.291,1.659,1.358,1.169,0.617,DD
