,2022,2021,2020,2019,2018,ticker
Current ratio,2.264,1.241,1.927,2.306,1.206,ALTR
Quick ratio,2.138,1.183,1.822,2.194,1.069,ALTR
Cash ratio,1.358,0.873,1.202,1.460,0.277,ALTR
Days of sales outstanding,115.797,100.786,96.791,89.277,93.220,ALTR
Days of inventory outstanding,0,0,0,0,6.181,ALTR
Operating cycle,115.797,100.786,96.791,89.277,99.401,ALTR
Days of payables outstanding,30.991,18.711,25.859,23.632,26.302,ALTR
Cash conversion cycle,84.806,82.076,70.932,65.645,73.099,ALTR
Gross profit margin,0.785,0.756,0.742,0.711,0.707,ALTR
Operating profit margin,-0.042,0.023,0.025,0.018,0.062,ALTR
Pretax profit margin,-0.049,-0.001,0.004,0.007,0.068,ALTR
Net profit margin,-0.076,-0.017,-0.022,-0.016,0.035,ALTR
Effective tax rate,-0.539,-29.535,6.167,3.226,0.492,ALTR
Return on assets,-0.036,-0.008,-0.013,-0.010,0.028,ALTR
Return on equity,-0.076,-0.014,-0.028,-0.021,0.047,ALTR
Return on capital employed,-0.025,0.018,0.019,0.014,0.069,ALTR
Net income per EBT,1.539,30.535,-5.167,-2.226,0.508,ALTR
Ebt per ebit,1.184,-0.023,0.173,0.413,1.097,ALTR
Ebit per revenue,-0.042,0.023,0.025,0.018,0.062,ALTR
Debt ratio,0.527,0.472,0.543,0.520,0.402,ALTR
Debt equity ratio,0.597,0.373,0.669,0.582,0.110,ALTR
Long term debt to capitalization,0.367,0.031,0.360,0.357,0.098,ALTR
Total debt to capitalization,0.374,0.272,0.401,0.368,0.099,ALTR
Interest coverage,-5.446,1.023,1.010,1.288,123.220,ALTR
Cash flow to debt ratio,0.116,0.269,0.130,0.151,1.141,ALTR
Company equity multiplier,2.115,1.895,2.188,2.081,1.671,ALTR
Receivables turnover,3.152,3.622,3.771,4.088,3.915,ALTR
Payables turnover,11.778,19.507,14.115,15.445,13.877,ALTR
Inventory turnover,0,0,0,0,59.049,ALTR
Fixed asset turnover,8.046,7.716,6.727,7.123,13.146,ALTR
Asset turnover,0.475,0.457,0.566,0.618,0.820,ALTR
Operating cash flow per share,0.498,0.809,0.449,0.439,0.537,ALTR
Free cash flow per share,0.377,0.701,0.337,0.297,0.398,ALTR
Cash per share,3.978,5.431,3.294,3.119,0.524,ALTR
Payout ratio,0,0,0,0,0,ALTR
Operating cash flow sales ratio,0.069,0.116,0.070,0.068,0.091,ALTR
Free cash flow operating cash flow ratio,0.756,0.867,0.750,0.677,0.741,ALTR
Cash flow coverage ratios,0.116,0.269,0.130,0.151,1.141,ALTR
Short term coverage ratios,3.806,0.294,0.808,3.280,109.456,ALTR
Capital expenditure coverage ratio,-4.101,-7.521,-3.997,-3.098,-3.860,ALTR
Dividend paid and capex coverage ratio,-4.101,-7.521,-3.997,-3.098,-3.860,ALTR
Dividend payout ratio,0,0,0,0,0,ALTR
Price book value ratio,6.343,9.593,11.232,7.195,6.436,ALTR
Price to book ratio,6.343,9.593,11.232,7.195,6.436,ALTR
Price to sales ratio,6.315,11.068,9.068,5.598,4.694,ALTR
Price earnings ratio,-83.207,-669.793,-405.825,-340.645,135.674,ALTR
Price to free cash flows ratio,120.767,110.241,172.825,120.844,69.318,ALTR
Price to operating cash flows ratio,91.322,95.584,129.589,81.838,51.360,ALTR
Price cash flow ratio,91.322,95.584,129.589,81.838,51.360,ALTR
Price earnings to growth ratio,0.232,-46.886,14.880,2.198,1.227,ALTR
Price sales ratio,6.315,11.068,9.068,5.598,4.694,ALTR
Dividend yield,0,0,0,0,0,ALTR
Enterprise value multiple,311.751,152.471,114.158,81.647,44.263,ALTR
Price fair value,6.343,9.593,11.232,7.195,6.436,ALTR
