,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),EXPE,11667.0,11667.0,8598.0,5199.0,12067.0
Cost of revenue(figures in $M),EXPE,1657.0,1657.0,1522.0,1680.0,2163.0
Gross profit(figures in $M),EXPE,10010.0,10010.0,7076.0,3519.0,9904.0
Research development(figures in $M),EXPE,1181.0,1181.0,1074.0,1010.0,1763.0
Selling general and administrative(figures in $M),EXPE,6848.0,6848.0,4926.0,3143.0,6982.0
Total operating expenses(figures in $M),EXPE,8821.0,8821.0,6814.0,5046.0,8943.0
Operating income or loss(figures in $M),EXPE,1189.0,1189.0,262.0,-1527.0,961.0
Interest expense(figures in $M),EXPE,277.0,277.0,351.0,360.0,173.0
Total other income/expenses net(figures in $M),EXPE,-434.0,-434.0,42.0,-1282.0,-72.0
Income before tax(figures in $M),EXPE,538.0,538.0,-38.0,-3151.0,775.0
Income tax expense(figures in $M),EXPE,195.0,195.0,-53.0,-423.0,203.0
Income from continuing operations(figures in $M),EXPE,343.0,343.0,15.0,-2728.0,572.0
Net income(figures in $M),EXPE,352.0,352.0,12.0,-2612.0,565.0
Net income available to common shareholders(figures in $M),EXPE,352.0,352.0,-269.0,-2687.0,565.0
Basic EPS(figures in $M),EXPE,,2.24e-06,-1.8000000000000001e-06,-1.9e-05,3.84e-06
Diluted EPS(figures in $M),EXPE,,2.17e-06,-1.8000000000000001e-06,-1.9e-05,3.77e-06
Basic average shares(figures in $M),EXPE,,156.672,149.734,141.414,147.194
Diluted average shares(figures in $M),EXPE,,161.751,149.734,141.414,149.884
EBITDA(figures in $M),EXPE,,1607.0,1127.0,-1723.0,1858.0
