,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),PRU,60050.0,52776.0,61408.0,49834.0,57243.0
Interest expense(figures in $M),PRU,1589.0,1589.0,1474.0,1570.0,1540.0
Total other income/expenses net(figures in $M),PRU,-273.0,-273.0,2951.0,1950.0,3262.0
Income before tax(figures in $M),PRU,-1776.0,-1892.0,9381.0,-323.0,5085.0
Income tax expense(figures in $M),PRU,-370.0,-279.0,1674.0,-81.0,947.0
Income from continuing operations(figures in $M),PRU,-1462.0,-1675.0,7794.0,-146.0,4186.0
Net income(figures in $M),PRU,-1438.0,-1647.0,7724.0,-374.0,4186.0
Net income available to common shareholders(figures in $M),PRU,-1463.0,-1672.0,7724.0,-374.0,4186.0
Basic EPS(figures in $M),PRU,,-4.49e-06,1.965e-05,-1e-06,1.023e-05
Diluted EPS(figures in $M),PRU,,-4.49e-06,1.951e-05,-1e-06,1.011e-05
Basic average shares(figures in $M),PRU,,372.3,387.2,395.8,404.8
Diluted average shares(figures in $M),PRU,,374.7,390.1,395.8,410.9
