,2022,2021,2020,2019,2018,ticker
Current ratio,1.223,383.496,469.628,213.601,0.005,PRU
Quick ratio,65.982,383.496,469.628,213.601,0.502,PRU
Cash ratio,3.458,12.611,14.812,8.446,0.021,PRU
Days of sales outstanding,-337.305,0,0,0,0,PRU
Days of inventory outstanding,0,0,0,0,0,PRU
Days of payables outstanding,0,0,0,0,0,PRU
Gross profit margin,1,1,1,1,0,PRU
Operating profit margin,0.234,-1.141,0.022,0.117,0,PRU
Pretax profit margin,0.389,-0.985,-0.006,0.089,0.077,PRU
Net profit margin,0.308,-0.811,-0.005,0.073,0.065,PRU
Effective tax rate,0.208,0.178,0.251,0.186,0.170,PRU
Return on assets,-0.002,0.008,-0.000,0.005,0.005,PRU
Return on equity,-0.087,0.125,-0.004,0.066,0.084,PRU
Return on capital employed,-0.002,0.012,0.001,0.007,0,PRU
Net income per EBT,0.792,0.823,0.749,0.823,0.843,PRU
Ebt per ebit,1.663,0.863,-0.290,0.762,0,PRU
Ebit per revenue,0.234,-1.141,0.022,0.117,0,PRU
Debt ratio,0.975,0.933,0.927,0.929,0.965,PRU
Debt equity ratio,1.296,0.317,0.311,0.346,0.428,PRU
Long term debt to capitalization,0.555,0.234,0.229,0.240,0.274,PRU
Total debt to capitalization,0.564,0.241,0.237,0.257,0.299,PRU
Interest coverage,-0.672,7.376,0.710,4.333,0,PRU
Cash flow to debt ratio,0.245,0.500,0.399,0.898,1.042,PRU
Company equity multiplier,42.456,15.153,13.952,14.205,16.329,PRU
Receivables turnover,-1.082,0,0,0,0,PRU
Payables turnover,0,0,0,0,0,PRU
Inventory turnover,0,0,0,0,0,PRU
Fixed asset turnover,0,0,0,0,0,PRU
Asset turnover,-0.007,-0.010,0.053,0.064,0.079,PRU
Operating cash flow per share,13.321,25.341,21.142,48.481,51.877,PRU
Free cash flow per share,13.321,25.341,21.142,48.481,51.877,PRU
Cash per share,839.282,1.012 K,1.098 K,1.020 K,899.648,PRU
Payout ratio,-1.292,0.235,-7.298,0.392,0.373,PRU
Operating cash flow sales ratio,-1.131,-1.030,0.168,0.343,0.344,PRU
Free cash flow operating cash flow ratio,1,1,1,1,1,PRU
Cash flow coverage ratios,0.245,0.500,0.399,0.898,1.042,PRU
Short term coverage ratios,6.655,13.590,9.046,10.153,8.839,PRU
Capital expenditure coverage ratio,0,0,0,0,0,PRU
Dividend paid and capex coverage ratio,2.839,5.409,4.738,11.959,14.243,PRU
Dividend payout ratio,-1.292,0.235,-7.298,0.392,0.373,PRU
Price book value ratio,2.370,0.677,0.458,0.601,0.700,PRU
Price to book ratio,2.370,0.677,0.458,0.601,0.700,PRU
Price to sales ratio,-8.445,-4.400,0.620,0.663,0.541,PRU
Price earnings ratio,-27.390,5.426,-127.686,9.065,8.359,PRU
Price to free cash flows ratio,7.466,4.271,3.693,1.934,1.572,PRU
Price to operating cash flows ratio,7.466,4.271,3.693,1.934,1.572,PRU
Price cash flow ratio,7.466,4.271,3.693,1.934,1.572,PRU
Price earnings to growth ratio,0.231,0.002,1.205,1.865,-0.178,PRU
Price sales ratio,-8.445,-4.400,0.620,0.663,0.541,PRU
Dividend yield,0.047,0.043,0.057,0.043,0.045,PRU
Enterprise value multiple,-44.827,4.392,24.267,6.094,6.102,PRU
Price fair value,2.370,0.677,0.458,0.601,0.700,PRU
