,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),MMM,3655.0,4564.0,4634.0,2353.0
Other short-term investments(figures in $M),MMM,238.0,201.0,404.0,98.0
Total cash(figures in $M),MMM,3893.0,4765.0,5038.0,2451.0
Net receivables(figures in $M),MMM,4532.0,4660.0,4705.0,4791.0
Inventory(figures in $M),MMM,5372.0,4985.0,4239.0,4134.0
Other current assets(figures in $M),MMM,456.0,339.0,325.0,891.0
Total current assets(figures in $M),MMM,14688.0,15403.0,14982.0,12971.0
"Gross property, plant and equipment(figures in $M)",MMM,10007.0,10287.0,10285.0,10191.0
Accumulated depreciation(figures in $M),MMM,-16820.0,-17784.0,-17229.0,-16791.0
"Net property, plant and equipment(figures in $M)",MMM,10007.0,10287.0,10285.0,10191.0
Equity and other investments(figures in $M),MMM,967.0,262.0,214.0,196.0
Goodwill(figures in $M),MMM,12790.0,13486.0,13802.0,13444.0
Intangible assets(figures in $M),MMM,4699.0,5288.0,5835.0,6379.0
Other long-term assets(figures in $M),MMM,4271.0,2608.0,2440.0,1674.0
Total non-current assets(figures in $M),MMM,31767.0,31669.0,32362.0,31688.0
Total assets(figures in $M),MMM,46455.0,47072.0,47344.0,44659.0
Current debt(figures in $M),MMM,1938.0,1307.0,806.0,2795.0
Accounts payable(figures in $M),MMM,3183.0,2994.0,2561.0,2228.0
Taxes payable(figures in $M),MMM,259.0,260.0,300.0,194.0
Accrued liabilities(figures in $M),MMM,692.0,1020.0,747.0,702.0
Deferred revenues(figures in $M),MMM,538.0,529.0,498.0,430.0
Other current liabilities(figures in $M),MMM,3190.0,3191.0,3278.0,3056.0
Total current liabilities(figures in $M),MMM,9523.0,9035.0,7948.0,9222.0
Long-term debt(figures in $M),MMM,14001.0,16056.0,17989.0,17518.0
Deferred tax liabilities(figures in $M),MMM,559.0,458.0,333.0,301.0
Other long-term liabilities(figures in $M),MMM,8161.0,6864.0,8476.0,7793.0
Total non-current liabilities(figures in $M),MMM,22162.0,22920.0,26465.0,25311.0
Total liabilities(figures in $M),MMM,31685.0,31955.0,34413.0,34533.0
Common stock(figures in $M),MMM,9.0,9.0,9.0,9.0
Retained earnings(figures in $M),MMM,47950.0,45821.0,43761.0,42135.0
Accumulated other comprehensive income(figures in $M),MMM,-6673.0,-6750.0,-7661.0,-8139.0
Total stockholders' equity(figures in $M),MMM,14770.0,15117.0,12931.0,10126.0
Total liabilities and stockholders' equity(figures in $M),MMM,46455.0,47072.0,47344.0,44659.0
