,2022,2021,2020,2019,2018,ticker
Current ratio,1.542,1.705,1.885,1.407,1.892,MMM
Quick ratio,0.885,1.043,1.226,0.785,1.154,MMM
Cash ratio,0.384,0.505,0.583,0.255,0.394,MMM
Days of sales outstanding,48.327,48.109,53.360,54.416,57.070,MMM
Days of inventory outstanding,101.954,96.809,93.179,88.055,95.528,MMM
Operating cycle,150.281,144.918,146.538,142.471,152.597,MMM
Days of payables outstanding,60.409,58.144,56.294,47.457,49.580,MMM
Cash conversion cycle,89.871,86.775,90.244,95.014,103.018,MMM
Gross profit margin,0.438,0.468,0.484,0.467,0.491,MMM
Operating profit margin,-0.006,0.154,0.139,0.135,0.220,MMM
Pretax profit margin,0.187,0.204,0.209,0.178,0.214,MMM
Net profit margin,0.169,0.167,0.167,0.142,0.163,MMM
Effective tax rate,0.096,0.178,0.196,0.198,0.234,MMM
Return on assets,0.124,0.126,0.114,0.102,0.147,MMM
Return on equity,0.391,0.392,0.416,0.451,0.546,MMM
Return on capital employed,-0.005,0.143,0.114,0.123,0.246,MMM
Net income per EBT,0.904,0.822,0.802,0.800,0.764,MMM
Ebt per ebit,-32.283,1.321,1.501,1.312,0.971,MMM
Ebit per revenue,-0.006,0.154,0.139,0.135,0.220,MMM
Debt ratio,0.682,0.679,0.727,0.773,0.730,MMM
Debt equity ratio,1.097,1.166,1.473,2.030,1.493,MMM
Long term debt to capitalization,0.487,0.515,0.582,0.634,0.578,MMM
Total debt to capitalization,0.523,0.538,0.596,0.670,0.599,MMM
Interest coverage,-0.429,11.176,8.454,9.717,20.591,MMM
Cash flow to debt ratio,0.345,0.423,0.426,0.344,0.440,MMM
Company equity multiplier,3.145,3.114,3.661,4.410,3.726,MMM
Receivables turnover,7.553,7.587,6.840,6.708,6.396,MMM
Payables turnover,6.042,6.278,6.484,7.691,7.362,MMM
Inventory turnover,3.580,3.770,3.917,4.145,3.821,MMM
Fixed asset turnover,3.421,3.437,3.129,3.153,3.750,MMM
Asset turnover,0.737,0.751,0.680,0.720,0.898,MMM
Operating cash flow per share,9.878,12.874,14.046,12.253,10.941,MMM
Free cash flow per share,6.788,10.105,11.447,9.308,8.262,MMM
Cash per share,6.878,8.230,8.722,4.248,5.494,MMM
Payout ratio,0.583,0.578,0.629,0.726,0.597,MMM
Operating cash flow sales ratio,0.163,0.211,0.252,0.220,0.197,MMM
Free cash flow operating cash flow ratio,0.687,0.785,0.815,0.760,0.755,MMM
Cash flow coverage ratios,0.345,0.423,0.426,0.344,0.440,MMM
Short term coverage ratios,2.543,4.748,7.639,2.324,5.317,MMM
Capital expenditure coverage ratio,-3.197,-4.650,-5.405,-4.161,-4.083,MMM
Dividend paid and capex coverage ratio,3.451,4.102,4.299,4.372,3.985,MMM
Dividend payout ratio,0.583,0.578,0.629,0.726,0.597,MMM
Price book value ratio,4.595,6.803,7.807,10.053,11.447,MMM
Price to book ratio,4.595,6.803,7.807,10.053,11.447,MMM
Price to sales ratio,1.983,2.909,3.137,3.168,3.422,MMM
Price earnings ratio,11.749,17.370,18.752,22.274,20.963,MMM
Price to free cash flows ratio,17.667,17.578,15.269,18.953,23.063,MMM
Price to operating cash flows ratio,12.140,13.798,12.444,14.398,17.415,MMM
Price cash flow ratio,12.140,13.798,12.444,14.398,17.415,MMM
Price earnings to growth ratio,-60.097,2.047,0.984,-1.731,1.775,MMM
Price sales ratio,1.983,2.909,3.137,3.168,3.422,MMM
Dividend yield,0.050,0.033,0.034,0.033,0.028,MMM
Enterprise value multiple,49.247,15.729,18.075,20.182,14.041,MMM
Price fair value,4.595,6.803,7.807,10.053,11.447,MMM
