,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),MMM,34229.0,34229.0,35355.0,32184.0,32136.0
Cost of revenue(figures in $M),MMM,19232.0,19232.0,18795.0,16605.0,17136.0
Gross profit(figures in $M),MMM,14997.0,14997.0,16560.0,15579.0,15000.0
Research development(figures in $M),MMM,1862.0,1862.0,1994.0,1878.0,1911.0
Selling general and administrative(figures in $M),MMM,8801.0,9049.0,7197.0,6929.0,7029.0
Total operating expenses(figures in $M),MMM,10663.0,10911.0,9191.0,8807.0,8940.0
Operating income or loss(figures in $M),MMM,4334.0,4086.0,7369.0,6772.0,6060.0
Interest expense(figures in $M),MMM,462.0,462.0,488.0,529.0,448.0
Total other income/expenses net(figures in $M),MMM,2453.0,2306.0,-165.0,-61.0,-348.0
Income before tax(figures in $M),MMM,6392.0,6392.0,7204.0,6711.0,5712.0
Income tax expense(figures in $M),MMM,612.0,612.0,1285.0,1318.0,1130.0
Income from continuing operations(figures in $M),MMM,5791.0,5791.0,5929.0,5388.0,4582.0
Net income(figures in $M),MMM,5777.0,5777.0,5921.0,5384.0,4570.0
Net income available to common shareholders(figures in $M),MMM,5777.0,5777.0,5921.0,5384.0,4570.0
Basic EPS(figures in $M),MMM,,1.021e-05,1.023e-05,9.43e-06,7.92e-06
Diluted EPS(figures in $M),MMM,,1.0179999999999999e-05,1.012e-05,9.36e-06,7.81e-06
Basic average shares(figures in $M),MMM,,566.0,579.0,577.6,577.0
Diluted average shares(figures in $M),MMM,,567.6,585.3,582.2,585.1
EBITDA(figures in $M),MMM,,4086.0,7369.0,6772.0,6060.0
