,2015,2014,2013,2012,2011,ticker
Current ratio,1.026,0.947,1.037,0.946,1.272,HOT
Quick ratio,0.859,0.739,0.785,0.567,0.644,HOT
Cash ratio,0.469,0.382,0.320,0.150,0.228,HOT
Days of sales outstanding,43.701,40.325,38.380,33.838,36.928,HOT
Days of inventory outstanding,0,12.306 K,707.188,299.466,0,HOT
Days of payables outstanding,0,5.266 K,342.188,100.375,0,HOT
Gross profit margin,1,0.999,0.982,0.930,1,HOT
Operating profit margin,0.128,0.148,0.151,0.144,0.112,HOT
Pretax profit margin,0.116,0.131,0.135,0.098,0.076,HOT
Net profit margin,0.085,0.106,0.104,0.089,0.087,HOT
Effective tax rate,0.269,0.178,0.318,0.239,-0.176,HOT
Return on assets,0.059,0.073,0.072,0.063,0.051,HOT
Return on equity,0.377,0.415,0.189,0.179,0.166,HOT
Return on capital employed,0.123,0.142,0.135,0.133,0.083,HOT
Net income per EBT,0.731,0.809,0.767,0.909,1.151,HOT
Ebt per ebit,0.904,0.886,0.895,0.678,0.675,HOT
Ebit per revenue,0.128,0.148,0.151,0.144,0.112,HOT
Debt ratio,0.843,0.824,0.617,0.646,0.691,HOT
Debt equity ratio,1.688,1.767,0.377,0.406,0.744,HOT
Long term debt to capitalization,0.624,0.611,0.274,0.289,0.426,HOT
Total debt to capitalization,0.628,0.639,0.274,0.289,0.427,HOT
Interest coverage,6.379,9.103,8.981,5.302,28.636,HOT
Cash flow to debt ratio,0.407,0.369,0.908,0.929,0.292,HOT
Company equity multiplier,6.380,5.678,2.608,2.825,3.236,HOT
Receivables turnover,8.352,9.051,9.510,10.787,9.884,HOT
Payables turnover,0,0.069,1.067,3.636,0,HOT
Inventory turnover,0,0.030,0.516,1.219,0,HOT
Fixed asset turnover,2.688,2.271,2.015,1.999,1.720,HOT
Asset turnover,0.697,0.691,0.698,0.713,0.588,HOT
Operating cash flow per share,5.266,5.373,6.026,6.135,3.392,HOT
Free cash flow per share,3.722,3.605,4.120,4.259,1.354,HOT
Cash per share,7.284,6.211,4.539,2.927,3.772,HOT
Payout ratio,0.530,1.161,0.403,0.431,0.202,HOT
Operating cash flow sales ratio,0.154,0.166,0.188,0.187,0.114,HOT
Free cash flow operating cash flow ratio,0.707,0.671,0.684,0.694,0.399,HOT
Cash flow coverage ratios,0.407,0.369,0.908,0.929,0.292,HOT
Short term coverage ratios,26.970,3.347,575.500,592,213.667,HOT
Capital expenditure coverage ratio,-3.410,-3.040,-3.162,-3.271,-1.665,HOT
Dividend paid and capex coverage ratio,-445,2.436,-10.657,-9.867,-2.241,HOT
Dividend payout ratio,0.530,1.161,0.403,0.431,0.202,HOT
Price book value ratio,9.034,9.835,4.516,3.529,3.069,HOT
Price to book ratio,9.034,9.835,4.516,3.529,3.069,HOT
Price to sales ratio,2.032,2.507,2.482,1.751,1.612,HOT
Price earnings ratio,23.943,23.693,23.898,19.698,18.541,HOT
Price to free cash flows ratio,18.614,22.486,19.282,13.468,35.415,HOT
Price to operating cash flows ratio,13.155,15.088,13.184,9.350,14.144,HOT
Price cash flow ratio,13.155,15.088,13.184,9.350,14.144,HOT
Price earnings to growth ratio,-1.551,8.120,1.686,1.570,-25.097,HOT
Price sales ratio,2.032,2.507,2.482,1.751,1.612,HOT
Dividend yield,0.022,0.049,0.017,0.022,0.011,HOT
Enterprise value multiple,11.075,13.493,11.603,9.821,17.295,HOT
Price fair value,9.034,9.835,4.516,3.529,3.069,HOT
